RANK,PLAYER,GAMES,RECEIVING_REC,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_YBC,RECEIVING_YBC/R,RECEIVING_AIR,RECEIVING_AIR/R,RECEIVING_YAC,RECEIVING_YACON,RECEIVING_YACON/R,RECEIVING_BRKTKL,TARGETS_TGT,TARGETS_%_TM,TARGETS_CATCHABLE,TARGETS_DROP,TARGETS_RZ_TGT,BIG_PLAYS_10+_YDS,BIG_PLAYS_20+_YDS,BIG_PLAYS_30+_YDS,BIG_PLAYS_40+_YDS,BIG_PLAYS_50+_YDS,BIG_PLAYS_LNG,RECEIVING_TD,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,MISC_FL,MISC_FPTS
1,Keenan Allen,1,8,102.0,12.8,56.0,7.0,0,0.0,46.0,5.8,9,1.1,0,11,0.25,8,0,3,6,1,1,0,0,2.0,0.0,0.0,0.0,0.0,22.2
2,DeVante Parker,1,6,79.0,13.2,70.0,11.7,0,0.0,9.0,1.5,0,0.0,0,7,0.179,7,1,2,4,1,0,0,0,2.0,0.0,0.0,0.0,0.0,19.9
3,Jerry Jeudy,1,5,154.0,30.8,126.0,25.2,0,0.0,28.0,5.6,11,2.2,0,6,0.273,5,0,0,4,3,2,2,2,0.0,3.0,39.0,0.0,0.0,19.3
4,Brandin Cooks,1,5,106.0,21.2,85.0,17.0,0,0.0,21.0,4.2,0,0.0,0,6,0.158,5,0,1,4,3,2,0,0,1.0,0.0,0.0,0.0,0.0,16.6
5,Stefon Diggs,1,7,104.0,14.9,97.0,13.9,0,0.0,7.0,1.0,6,0.9,0,10,0.32299999999999995,7,0,1,3,1,1,1,1,1.0,0.0,0.0,0.0,0.0,16.4
6,Christian Kirk,1,6,99.0,16.5,88.0,14.7,0,0.0,11.0,1.8,1,0.2,0,8,0.276,7,1,1,4,2,1,0,0,1.0,0.0,0.0,0.0,0.0,15.9
7,A.J. Green,1,3,91.0,30.3,51.0,17.0,0,0.0,40.0,13.3,30,10.0,2,5,0.185,3,0,0,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,15.1
8,Ja'Marr Chase,1,8,86.0,10.8,65.0,8.1,0,0.0,21.0,2.6,0,0.0,0,13,0.325,9,1,2,4,2,0,0,0,1.0,0.0,0.0,0.0,0.0,14.6
9,Terry McLaurin,1,3,74.0,24.7,61.0,20.3,0,0.0,13.0,4.3,0,0.0,0,6,0.33299999999999996,4,1,3,2,1,1,1,1,1.0,0.0,0.0,0.0,0.0,13.4
10,George Pickens,1,3,72.0,24.0,67.0,22.3,0,0.0,5.0,1.7,0,0.0,0,6,0.214,3,0,0,3,2,1,0,0,1.0,0.0,0.0,0.0,0.0,13.2
11,Velus Jones Jr.,1,1,28.0,28.0,27.0,27.0,0,0.0,1.0,1.0,1,1.0,0,2,0.07400000000000001,1,0,0,1,1,0,0,0,0.0,1.0,42.0,1.0,0.0,13.0
12,Hunter Renfrow,1,7,63.0,9.0,33.0,4.7,0,0.0,30.0,4.3,13,1.9,1,7,0.20600000000000002,7,0,1,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,12.3
13,Drake London,1,6,120.0,20.0,86.0,14.3,0,0.0,34.0,5.7,0,0.0,0,8,0.28600000000000003,7,0,2,5,2,1,1,1,0.0,0.0,0.0,0.0,0.0,12.0
14,K.J. Osborn,1,5,117.0,23.4,70.0,14.0,0,0.0,47.0,9.4,7,1.4,0,6,0.188,5,0,0,2,2,2,1,1,0.0,0.0,0.0,0.0,0.0,11.7
15,Christian Watson,1,5,104.0,20.8,68.0,13.6,0,0.0,36.0,7.2,13,2.6,0,6,0.231,5,0,0,4,2,1,1,1,0.0,2.0,12.0,0.0,0.0,11.6
16,Tyler Lockett,1,4,54.0,13.5,44.0,11.0,0,0.0,10.0,2.5,1,0.3,0,7,0.25,4,0,0,2,1,1,0,0,1.0,0.0,0.0,0.0,0.0,11.4
17,CeeDee Lamb,1,5,52.0,10.4,42.0,8.4,0,0.0,10.0,2.0,13,2.6,1,7,0.19399999999999998,6,1,1,3,0,0,0,0,1.0,0.0,0.0,0.0,0.0,11.2
18,Kadarius Toney,1,2,18.0,9.0,1.0,0.5,0,0.0,17.0,8.5,14,7.0,1,2,0.083,2,0,1,1,0,0,0,0,0.0,3.0,26.0,1.0,0.0,10.4
19,John Brown,1,1,42.0,42.0,42.0,42.0,0,0.0,0.0,0.0,0,0.0,0,1,0.032,1,0,0,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,10.2
20,Allen Lazard,1,4,41.0,10.3,26.0,6.5,0,0.0,15.0,3.8,3,0.8,0,6,0.231,5,1,1,2,0,0,0,0,1.0,2.0,0.0,0.0,0.0,10.1
21,Chris Olave,1,5,60.0,12.0,32.0,6.4,0,0.0,28.0,5.6,0,0.0,0,12,0.48,7,2,0,3,1,0,0,0,1.0,0.0,0.0,0.0,1.0,10.0
22,Tutu Atwell,1,2,27.0,13.5,21.0,10.5,0,0.0,6.0,3.0,0,0.0,0,3,0.125,2,0,0,1,1,0,0,0,0.0,1.0,11.0,1.0,0.0,9.8
23,Olamide Zaccheaus,1,4,37.0,9.3,23.0,5.8,0,0.0,14.0,3.5,1,0.3,0,7,0.25,5,0,2,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.7
24,A.J. Brown,1,4,95.0,23.8,61.0,15.3,0,0.0,34.0,8.5,27,6.8,1,10,0.32299999999999995,4,0,1,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,9.5
25,Courtland Sutton,1,3,33.0,11.0,31.0,10.3,0,0.0,2.0,0.7,0,0.0,0,7,0.318,3,0,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.3
26,Jakobi Meyers,1,3,32.0,10.7,11.0,3.7,0,0.0,21.0,7.0,0,0.0,0,7,0.179,3,0,1,2,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.2
27,Michael Pittman Jr.,1,3,30.0,10.0,8.0,2.7,0,0.0,22.0,7.3,3,1.0,0,5,0.147,4,1,2,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0,9.0
28,Kenny Golladay,1,2,30.0,15.0,30.0,15.0,0,0.0,0.0,0.0,0,0.0,0,7,0.184,2,0,1,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9.0
29,Garrett Wilson,1,9,89.0,8.9,67.0,6.7,0,0.0,22.0,2.2,23,2.3,2,17,0.531,10,0,0,5,1,1,0,0,0.0,0.0,0.0,0.0,0.0,8.9
