,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Davante Adams,1,14,156.0,11.1,113.0,8.1,0,0.0,43.0,3.1,22,1.6,1,17,41.5%,14,0,3,6,2,1,1,1
2,Adam Thielen,1,6,110.0,18.3,108.0,18.0,0,0.0,2.0,0.3,0,0.0,0,8,32.0%,6,0,1,5,2,1,0,0
3,Calvin Ridley,1,9,130.0,14.4,109.0,12.1,0,0.0,21.0,2.3,17,1.9,0,12,23.1%,9,0,3,8,1,0,0,0
4,Darius Slayton,1,6,102.0,17.0,91.0,15.2,0,0.0,11.0,1.8,7,1.2,1,9,23.1%,7,1,3,5,1,1,1,1
5,Robbie Chosen,1,6,114.0,19.0,43.0,7.2,0,0.0,71.0,11.8,4,0.7,0,8,23.5%,6,0,1,3,1,1,1,1
6,JuJu Smith-Schuster,1,6,69.0,11.5,31.0,5.2,0,0.0,38.0,6.3,6,1.0,0,6,19.4%,6,0,2,4,0,0,0,0
7,Jamison Crowder,1,7,115.0,16.4,30.0,4.3,0,0.0,85.0,12.1,74,10.6,0,13,39.4%,10,2,1,3,2,1,1,1
8,Julio Jones,1,9,157.0,17.4,129.0,14.3,0,0.0,28.0,3.1,11,1.2,1,12,23.1%,11,2,1,7,2,1,1,1
9,Marquez Valdes-Scantling,1,4,96.0,24.0,74.0,18.5,0,0.0,22.0,5.5,5,1.3,0,6,14.6%,6,2,0,2,2,2,1,1
10,DK Metcalf,1,4,95.0,23.8,75.0,18.8,0,0.0,20.0,5.0,6,1.5,0,8,22.9%,5,1,0,3,2,2,0,0
11,DeAndre Hopkins,1,14,151.0,10.8,84.0,6.0,0,0.0,67.0,4.8,23,1.6,1,16,43.2%,14,0,0,7,1,1,0,0
