,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Calvin Ridley,1,10,163.0,16.3,135.0,13.5,0,0.0,28,2.8,4,0.4,0,14,29.2%,11,1,1,8,3,1,0,0
2,DeAndre Hopkins,1,9,169.0,18.8,122.0,13.6,0,0.0,47,5.2,17,1.9,0,11,29.7%,9,0,2,6,3,2,2,2
3,Zach Pascal,1,5,79.0,15.8,60.0,12.0,0,0.0,19,3.8,4,0.8,0,6,20.7%,5,0,2,4,2,0,0,0
4,Marvin Jones Jr.,1,10,112.0,11.2,92.0,9.2,0,0.0,20,2.0,3,0.3,0,12,32.4%,11,1,1,4,2,1,0,0
5,Corey Davis,1,4,110.0,27.5,70.0,17.5,0,0.0,40,10.0,20,5.0,0,6,23.1%,4,0,1,3,1,1,1,1
6,Robert Woods,1,6,56.0,9.3,44.0,7.3,0,0.0,12,2.0,4,0.7,0,7,23.3%,6,0,1,3,0,0,0,0
7,Antonio Brown,1,5,93.0,18.6,56.0,11.2,0,0.0,37,7.4,15,3.0,2,7,16.3%,5,0,2,3,2,1,1,1
8,Stefon Diggs,1,11,147.0,13.4,127.0,11.5,0,0.0,20,1.8,4,0.4,0,13,34.2%,11,0,3,6,1,1,1,1
9,Kendrick Bourne,1,4,86.0,21.5,62.0,15.5,0,0.0,24,6.0,5,1.3,0,4,9.8%,4,0,0,4,1,1,1,1
10,CeeDee Lamb,1,5,85.0,17.0,56.0,11.2,0,0.0,29,5.8,6,1.2,0,7,21.9%,6,1,0,2,2,1,1,1
11,Greg Ward,1,4,15.0,3.8,13.0,3.3,0,0.0,2,0.5,0,0.0,0,5,12.5%,4,0,2,1,0,0,0,0
12,Brandon Aiyuk,1,9,73.0,8.1,48.0,5.3,0,0.0,25,2.8,15,1.7,3,13,31.7%,9,0,1,3,1,0,0,0
13,DJ Moore,1,6,131.0,21.8,63.0,10.5,0,0.0,68,11.3,40,6.7,3,8,23.5%,6,0,0,5,3,2,1,1
14,Russell Gage,1,5,68.0,13.6,49.0,9.8,0,0.0,19,3.8,5,1.0,0,10,20.8%,6,1,2,3,1,0,0,0
15,Darnell Mooney,1,4,49.0,12.3,20.0,5.0,0,0.0,29,7.3,10,2.5,0,5,23.8%,4,0,2,2,1,0,0,0
16,Tyron Billy-Johnson,1,3,61.0,20.3,55.0,18.3,0,0.0,6,2.0,3,1.0,0,5,15.6%,3,0,0,3,1,0,0,0
17,Jarvis Landry,1,7,61.0,8.7,34.0,4.9,0,0.0,27,3.9,6,0.9,0,8,26.7%,7,0,2,2,1,0,0,0
18,Diontae Johnson,1,8,59.0,7.4,55.0,6.9,0,0.0,4,0.5,3,0.4,0,13,34.2%,8,0,1,1,1,0,0,0
