,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Corey Davis,1,11,182.0,16.5,132.0,12.0,0,0.0,50.0,4.5,16,1.5,1,12,28.6%,11,0,1,9,2,1,1,1
2,Davante Adams,1,10,121.0,12.1,80.0,8.0,0,0.0,41.0,4.1,16,1.6,0,12,37.5%,10,0,4,5,2,1,1,1
3,Cole Beasley,1,9,130.0,14.4,102.0,11.3,0,0.0,28.0,3.1,7,0.8,0,11,29.7%,9,0,1,5,3,2,0,0
4,Justin Jefferson,1,9,121.0,13.4,98.0,10.9,0,0.0,23.0,2.6,12,1.3,0,12,30.0%,9,0,0,5,2,1,1,1
5,Marvin Jones Jr.,1,8,116.0,14.5,109.0,13.6,0,0.0,7.0,0.9,4,0.5,0,12,29.3%,8,0,0,5,3,0,0,0
6,T.Y. Hilton,1,8,110.0,13.8,79.0,9.9,0,0.0,31.0,3.9,7,0.9,1,11,31.4%,9,1,1,7,2,0,0,0
7,Jamison Crowder,1,5,47.0,9.4,28.0,5.6,0,0.0,19.0,3.8,9,1.8,0,7,35.0%,5,0,3,3,0,0,0,0
8,Tim Patrick,1,4,44.0,11.0,36.0,9.0,0,0.0,8.0,2.0,0,0.0,0,4,14.8%,4,0,2,2,1,0,0,0
9,Gunner Olszewski,1,1,38.0,38.0,13.0,13.0,0,0.0,25.0,25.0,0,0.0,0,1,4.8%,1,0,0,1,1,1,0,0
10,Brandon Aiyuk,1,5,95.0,19.0,71.0,14.2,0,0.0,24.0,4.8,7,1.4,0,9,23.1%,7,2,2,4,2,1,1,1
