,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyreek Hill,1,3,79,26.3,57.0,19.0,0,0.0,22.0,7.3,0,0.0,0,7,20.6%,3,0,0,3,2,1,1,1
2,T.Y. Hilton,1,5,86,17.2,80.0,16.0,0,0.0,6.0,1.2,2,0.4,0,7,25.9%,5,0,1,3,1,1,1,1
3,KJ Hamler,1,2,86,43.0,73.0,36.5,0,0.0,13.0,6.5,1,0.5,0,3,11.1%,2,0,0,2,2,2,1,1
4,Stefon Diggs,1,10,130,13.0,64.0,6.4,0,0.0,66.0,6.6,34,3.4,0,14,33.3%,10,0,2,5,2,0,0,0
5,Calvin Ridley,1,8,124,15.5,101.0,12.6,0,0.0,23.0,2.9,3,0.4,0,12,37.5%,9,1,0,4,2,2,0,0
6,Allen Robinson II,1,9,123,13.7,76.0,8.4,0,0.0,47.0,5.2,7,0.8,0,13,39.4%,10,1,3,4,2,1,0,0
7,Davante Adams,1,7,115,16.4,27.0,3.9,0,0.0,88.0,12.6,31,4.4,0,10,32.3%,7,0,0,3,2,1,1,1
8,A.J. Brown,1,7,112,16.0,92.0,13.1,0,0.0,20.0,2.9,12,1.7,0,9,39.1%,8,1,0,5,1,1,0,0
9,Nelson Agholor,1,5,100,20.0,80.0,16.0,0,0.0,20.0,4.0,6,1.2,0,9,20.0%,6,1,3,3,3,1,0,0
10,Marquez Valdes-Scantling,1,6,85,14.2,54.0,9.0,0,0.0,31.0,5.2,4,0.7,0,6,19.4%,6,0,1,6,1,0,0,0
