,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Richie James Jr.,1,9,184.0,20.4,51.0,5.7,0,0.0,133.0,14.8,14,1.6,1,13,38.2%,10,1,2,5,3,3,3,3
2,Tyreek Hill,1,9,113.0,12.6,91.0,10.1,0,0.0,22.0,2.4,16,1.8,0,18,40.9%,10,1,3,5,2,0,0,0
3,Davante Adams,1,10,173.0,17.3,110.0,11.0,0,0.0,63.0,6.3,2,0.2,0,12,40.0%,10,0,3,5,3,3,1,1
4,Breshad Perriman,1,5,101.0,20.2,79.0,15.8,0,0.0,22.0,4.4,0,0.0,0,7,29.2%,5,0,2,4,1,1,1,1
5,DJ Chark Jr.,1,7,146.0,20.9,94.0,13.4,0,0.0,52.0,7.4,11,1.6,0,12,31.6%,8,1,0,4,3,1,1,1
6,Jerry Jeudy,1,7,125.0,17.9,97.0,13.9,0,0.0,28.0,4.0,5,0.7,1,14,31.1%,7,0,1,5,3,1,1,1
7,Christian Kirk,1,5,123.0,24.6,108.0,21.6,0,0.0,15.0,3.0,7,1.4,0,8,30.8%,5,0,0,4,2,2,1,1
8,Curtis Samuel,1,9,105.0,11.7,60.0,6.7,0,0.0,45.0,5.0,7,0.8,0,9,20.5%,9,0,3,5,2,0,0,0
9,Terry McLaurin,1,7,115.0,16.4,47.0,6.7,0,0.0,68.0,9.7,54,7.7,2,8,20.5%,7,0,1,4,1,1,1,1
10,Marquez Valdes-Scantling,1,2,53.0,26.5,52.0,26.0,0,0.0,1.0,0.5,0,0.0,0,4,13.3%,3,1,1,1,1,1,1,1
11,Jakobi Meyers,1,12,169.0,14.1,135.0,11.3,0,0.0,34.0,2.8,7,0.6,2,14,41.2%,12,0,1,8,3,1,0,0
12,DK Metcalf,1,7,108.0,15.4,88.0,12.6,0,0.0,20.0,2.9,14,2.0,1,9,22.5%,7,0,2,4,2,1,1,1
13,Olamide Zaccheaus,1,4,103.0,25.8,92.0,23.0,0,0.0,11.0,2.8,5,1.3,0,6,17.1%,4,0,1,2,2,2,2,2
14,Keenan Allen,1,9,103.0,11.4,54.0,6.0,0,0.0,49.0,5.4,13,1.4,0,11,26.8%,9,0,0,5,1,0,0,0
