,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Chase Claypool,1,7,110.0,15.7,68.0,9.7,0,0.0,42.0,6.0,1,0.1,0,11,32.4%,8,0,2,4,2,2,0,0
2,Mike Williams,1,5,109.0,21.8,82.0,16.4,0,0.0,27.0,5.4,0,0.0,0,8,25.0%,5,0,1,2,2,1,1,1
3,Brandin Cooks,1,8,161.0,20.1,110.0,13.8,0,0.0,51.0,6.4,17,2.1,0,12,34.3%,10,0,0,5,5,2,0,0
4,DK Metcalf,1,6,93.0,15.5,82.0,13.7,0,0.0,11.0,1.8,4,0.7,0,11,36.7%,7,0,4,4,1,1,0,0
5,Travis Fulgham,1,10,152.0,15.2,123.0,12.3,0,0.0,29.0,2.9,14,1.4,1,13,36.1%,10,0,1,7,2,1,0,0
6,Adam Thielen,1,9,80.0,8.9,73.0,8.1,0,0.0,7.0,0.8,4,0.4,0,13,34.2%,12,0,3,3,0,0,0,0
7,DeAndre Hopkins,1,6,131.0,21.8,94.0,15.7,0,0.0,37.0,6.2,0,0.0,0,7,20.0%,6,0,0,6,2,2,1,1
8,Henry Ruggs III,1,2,118.0,59.0,79.0,39.5,0,0.0,39.0,19.5,2,1.0,0,3,9.7%,2,0,0,2,2,2,2,2
9,Jamison Crowder,1,8,116.0,14.5,54.0,6.8,0,0.0,62.0,7.8,16,2.0,2,10,32.3%,8,0,1,5,1,1,1,1
10,Preston Williams,1,4,106.0,26.5,91.0,22.8,0,0.0,15.0,3.8,1,0.3,0,5,18.5%,4,0,0,3,2,2,1,1
11,DJ Moore,1,4,93.0,23.3,20.0,5.0,0,0.0,73.0,18.3,13,3.3,1,5,14.7%,4,0,0,4,1,1,1,1
12,Tyreek Hill,1,3,78.0,26.0,71.0,23.7,0,0.0,7.0,2.3,4,1.3,2,6,14.3%,3,0,1,3,2,1,0,0
13,A.J. Brown,1,7,82.0,11.7,59.0,8.4,0,0.0,23.0,3.3,10,1.4,0,9,32.1%,7,0,2,5,0,0,0,0
14,Marquise Brown,1,6,77.0,12.8,36.0,6.0,0,0.0,41.0,6.8,24,4.0,3,10,27.8%,6,0,1,4,1,1,0,0
15,Calvin Ridley,1,8,136.0,17.0,111.0,13.9,0,0.0,25.0,3.1,2,0.3,0,10,28.6%,9,1,0,6,4,0,0,0
16,Robert Woods,1,4,71.0,17.8,42.0,10.5,0,0.0,29.0,7.3,0,0.0,0,5,17.2%,5,1,0,1,1,1,1,1
17,Darius Slayton,1,8,129.0,16.1,89.0,11.1,0,0.0,40.0,5.0,7,0.9,0,11,37.9%,9,1,1,7,1,1,0,0
18,Nelson Agholor,1,2,67.0,33.5,39.0,19.5,0,0.0,28.0,14.0,9,4.5,0,2,6.5%,2,0,0,1,1,1,1,1
19,CeeDee Lamb,1,8,124.0,15.5,107.0,13.4,0,0.0,17.0,2.1,3,0.4,0,11,33.3%,9,1,1,7,3,0,0,0
20,Emmanuel Sanders,1,12,122.0,10.2,104.0,8.7,0,0.0,18.0,1.5,10,0.8,0,14,29.8%,12,0,3,6,0,0,0,0
21,William Fuller V,1,4,58.0,14.5,51.0,12.8,0,0.0,7.0,1.8,1,0.3,0,8,22.9%,6,0,1,3,0,0,0,0
22,Robbie Chosen,1,8,112.0,14.0,82.0,10.3,0,0.0,30.0,3.8,15,1.9,1,12,35.3%,10,2,0,5,2,0,0,0
23,DeVante Parker,1,2,50.0,25.0,46.0,23.0,0,0.0,4.0,2.0,0,0.0,0,3,11.1%,3,1,0,2,2,0,0,0
24,Stefon Diggs,1,10,106.0,10.6,91.0,9.1,0,0.0,15.0,1.5,10,1.0,0,16,35.6%,12,2,0,5,0,0,0,0
25,Mike Evans,1,5,41.0,8.2,39.0,7.8,0,0.0,2.0,0.4,2,0.4,0,9,22.0%,5,0,2,2,0,0,0,0
26,Rashard Higgins,1,3,31.0,10.3,30.0,10.0,0,0.0,1.0,0.3,0,0.0,0,3,7.9%,3,0,1,2,0,0,0,0
27,Collin Johnson,1,3,30.0,10.0,26.0,8.7,0,0.0,4.0,1.3,4,1.3,0,4,9.1%,4,0,2,1,0,0,0,0
28,Kendrick Bourne,1,2,30.0,15.0,3.0,1.5,0,0.0,27.0,13.5,1,0.5,0,4,11.4%,2,0,1,2,0,0,0,0
29,Allen Robinson II,1,10,90.0,9.0,68.0,6.8,0,0.0,22.0,2.2,16,1.6,0,16,38.1%,10,0,1,2,1,0,0,0
30,Keenan Allen,1,2,29.0,14.5,29.0,14.5,0,0.0,0.0,0.0,0,0.0,0,2,6.3%,2,0,1,2,0,0,0,0
31,Jarvis Landry,1,4,88.0,22.0,72.0,18.0,0,0.0,16.0,4.0,7,1.8,0,9,23.7%,6,2,0,3,2,2,0,0
32,Keelan Cole Sr.,1,2,25.0,12.5,25.0,12.5,0,0.0,0.0,0.0,0,0.0,0,6,13.6%,3,1,1,2,0,0,0,0
33,Greg Ward,1,4,26.0,6.5,25.0,6.3,0,0.0,1.0,0.3,0,0.0,0,5,13.9%,4,0,2,1,0,0,0,0
34,Sammy Watkins,1,2,24.0,12.0,25.0,12.5,0,0.0,-1.0,-0.5,0,0.0,0,2,4.8%,2,0,1,1,0,0,0,0
35,Laviska Shenault Jr.,1,7,79.0,11.3,26.0,3.7,0,0.0,53.0,7.6,20,2.9,1,8,18.2%,7,0,1,5,1,0,0,0
36,Christian Kirk,1,5,78.0,15.6,59.0,11.8,0,0.0,19.0,3.8,4,0.8,0,7,20.0%,5,0,0,4,2,0,0,0
37,Ray-Ray McCloud III,1,3,12.0,4.0,-5.0,-1.7,0,0.0,17.0,5.7,1,0.3,0,3,8.8%,3,0,0,0,0,0,0,0
