,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyler Lockett,1,9,100,11.1,96.0,10.7,0,0.0,4,0.4,0,0.0,0,13,34.2%,12,3,3,3,1,1,1,1
2,Justin Jefferson,1,7,175,25.0,96.0,13.7,0,0.0,79,11.3,38,5.4,1,9,36.0%,8,0,0,5,3,3,1,1
3,Cedrick Wilson Jr.,1,5,107,21.4,37.0,7.4,0,0.0,70,14.0,15,3.0,1,7,12.5%,6,1,0,3,2,2,2,2
4,Allen Lazard,1,6,146,24.3,96.0,16.0,0,0.0,50,8.3,8,1.3,0,8,26.7%,7,1,1,2,2,2,2,2
5,Michael Gallup,1,6,138,23.0,112.0,18.7,0,0.0,26,4.3,10,1.7,0,9,16.1%,7,1,0,5,2,2,2,2
6,Allen Robinson II,1,10,123,12.3,63.0,6.3,0,0.0,60,6.0,38,3.8,3,13,26.5%,10,0,0,4,1,1,0,0
7,Keenan Allen,1,13,132,10.2,91.0,7.0,0,0.0,41,3.2,16,1.2,2,19,39.6%,13,0,3,6,2,0,0,0
8,Cooper Kupp,1,9,107,11.9,64.0,7.1,0,0.0,43,4.8,28,3.1,1,10,32.3%,10,0,1,5,2,0,0,0
9,Robert Woods,1,5,74,14.8,16.0,3.2,0,0.0,58,11.6,8,1.6,0,6,19.4%,5,0,0,4,2,1,0,0
10,Tyreek Hill,1,5,77,15.4,52.0,10.4,0,0.0,25,5.0,17,3.4,0,6,14.6%,5,0,1,3,2,1,0,0
11,Brandon Aiyuk,1,5,70,14.0,55.0,11.0,0,0.0,15,3.0,4,0.8,0,8,22.9%,5,0,2,4,1,0,0,0
12,Andy Isabella,1,4,47,11.8,40.0,10.0,0,0.0,7,1.8,0,0.0,0,4,12.1%,4,0,2,2,1,0,0,0
13,Tee Higgins,1,5,40,8.0,34.0,6.8,0,0.0,6,1.2,2,0.4,0,9,21.4%,8,1,3,2,0,0,0,0
14,Dontrelle Inman,1,3,38,12.7,38.0,12.7,0,0.0,0,0.0,0,0.0,0,6,16.7%,3,0,2,3,0,0,0,0
