,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Odell Beckham Jr.,1,5,81,16.2,80.0,16.0,0,0.0,1,0.2,0,0.0,0,8,30.8%,5,0,1,4,1,1,0,0
2,DJ Chark Jr.,1,8,95,11.9,86.0,10.8,0,0.0,9,1.1,4,0.5,0,9,25.0%,8,0,2,5,1,0,0,0
3,Amari Cooper,1,12,134,11.2,63.0,5.3,0,0.0,71,5.9,26,2.2,1,16,27.6%,12,0,2,9,1,0,0,0
4,CeeDee Lamb,1,5,79,15.8,73.0,14.6,0,0.0,6,1.2,1,0.2,0,7,12.1%,5,0,1,2,1,1,1,1
5,Mike Evans,1,7,122,17.4,95.0,13.6,0,0.0,27,3.9,5,0.7,1,8,17.8%,7,0,1,4,2,1,1,1
6,Adam Thielen,1,8,114,14.3,83.0,10.4,0,0.0,31,3.9,0,0.0,0,10,47.6%,8,0,2,3,2,1,0,0
7,Tre'Quan Smith,1,4,54,13.5,50.0,12.5,0,0.0,4,1.0,2,0.5,0,4,16.0%,4,0,1,3,1,0,0,0
8,Tim Patrick,1,6,113,18.8,99.0,16.5,0,0.0,14,2.3,9,1.5,0,7,25.0%,6,0,1,3,3,2,1,1
9,William Fuller V,1,6,108,18.0,90.0,15.0,0,0.0,18,3.0,2,0.3,0,7,22.6%,6,0,1,4,2,1,1,1
10,Allen Robinson II,1,7,101,14.4,87.0,12.4,0,0.0,14,2.0,0,0.0,0,10,23.8%,7,0,1,4,3,0,0,0
11,David Moore,1,3,95,31.7,58.0,19.3,0,0.0,37,12.3,1,0.3,0,4,12.1%,3,0,1,3,2,1,1,1
12,Scotty Miller,1,5,83,16.6,65.0,13.0,0,0.0,18,3.6,6,1.2,0,7,15.6%,5,0,1,2,1,1,1,1
13,Jalen Guyton,1,1,72,72.0,30.0,30.0,0,0.0,42,42.0,0,0.0,0,1,4.0%,1,0,0,1,1,1,1,1
14,Cooper Kupp,1,5,69,13.8,18.0,3.6,0,0.0,51,10.2,3,0.6,0,7,21.9%,6,1,0,1,1,1,1,1
15,Tyreek Hill,1,4,64,16.0,36.0,9.0,0,0.0,28,7.0,0,0.0,0,6,20.7%,4,0,1,3,1,0,0,0
16,Kenny Golladay,1,4,62,15.5,51.0,12.8,0,0.0,11,2.8,2,0.5,0,8,26.7%,5,1,2,4,0,0,0,0
17,Jerry Jeudy,1,2,61,30.5,57.0,28.5,0,0.0,4,2.0,5,2.5,0,4,14.3%,2,0,0,2,1,1,1,1
18,Terry McLaurin,1,10,118,11.8,94.0,9.4,0,0.0,24,2.4,1,0.1,1,14,31.8%,10,0,0,6,1,1,0,0
19,Travis Fulgham,1,2,57,28.5,45.0,22.5,0,0.0,12,6.0,8,4.0,0,3,11.5%,2,0,1,2,1,1,1,1
20,Brandon Aiyuk,1,2,18,9.0,17.0,8.5,0,0.0,1,0.5,0,0.0,0,5,12.2%,3,1,2,1,0,0,0,0
21,Stefon Diggs,1,6,115,19.2,105.0,17.5,0,0.0,10,1.7,7,1.2,0,7,21.9%,7,1,0,5,2,1,1,1
22,Tyron Billy-Johnson,1,1,53,53.0,52.0,52.0,0,0.0,1,1.0,0,0.0,0,1,4.0%,1,0,0,1,1,1,1,1
23,DeVante Parker,1,10,110,11.0,68.0,6.8,0,0.0,42,4.2,22,2.2,1,12,26.7%,11,1,0,5,1,0,0,0
24,DK Metcalf,1,4,106,26.5,59.0,14.8,0,0.0,47,11.8,30,7.5,1,6,18.2%,4,0,1,4,2,2,0,0
25,Nelson Agholor,1,4,44,11.0,42.0,10.5,0,0.0,2,0.5,2,0.5,0,4,9.3%,4,0,1,3,0,0,0,0
26,Jamison Crowder,1,7,104,14.9,81.0,11.6,0,0.0,23,3.3,5,0.7,0,10,23.3%,7,0,0,4,2,1,0,0
27,Justin Jefferson,1,4,103,25.8,76.0,19.0,0,0.0,27,6.8,6,1.5,0,5,23.8%,4,0,0,4,4,0,0,0
28,Jarvis Landry,1,5,48,9.6,36.0,7.2,0,0.0,12,2.4,10,2.0,1,6,23.1%,5,0,1,3,0,0,0,0
29,Robbie Chosen,1,8,99,12.4,40.0,5.0,0,0.0,59,7.4,21,2.6,1,11,30.6%,9,1,1,5,2,0,0,0
30,Kenny Stills,1,2,39,19.5,39.0,19.5,0,0.0,0,0.0,0,0.0,0,4,12.9%,2,0,0,2,1,0,0,0
31,Tyler Boyd,1,7,90,12.9,71.0,10.1,0,0.0,19,2.7,2,0.3,0,8,22.9%,7,0,0,6,1,0,0,0
