,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Stefon Diggs,1,9,145,16.1,72.0,8.0,0,0.0,73.0,8.1,20,2.2,2,11,28.9%,9,0,2,6,2,1,1,1
2,Davante Adams,1,11,142,12.9,91.0,8.3,0,0.0,51.0,4.6,30,2.7,1,12,50.0%,11,0,3,4,3,1,0,0
3,Mike Evans,1,10,181,18.1,139.0,13.9,0,0.0,42.0,4.2,12,1.2,1,12,29.3%,10,0,0,7,5,2,0,0
4,Michael Gallup,1,6,121,20.2,53.0,8.8,0,0.0,68.0,11.3,8,1.3,0,8,26.7%,6,0,1,4,2,1,1,1
5,Jamison Crowder,1,7,92,13.1,37.0,5.3,0,0.0,55.0,7.9,25,3.6,0,9,32.1%,7,0,0,3,2,1,0,0
6,Nelson Agholor,1,5,155,31.0,95.0,19.0,0,0.0,60.0,12.0,8,1.6,1,6,20.0%,5,0,0,5,2,1,1,1
7,CeeDee Lamb,1,3,65,21.7,28.0,9.3,0,0.0,37.0,12.3,2,0.7,0,5,16.7%,3,0,0,1,1,1,1,1
8,Brandin Cooks,1,7,141,20.1,104.0,14.9,0,0.0,37.0,5.3,29,4.1,2,10,30.3%,7,0,0,4,3,1,1,1
9,Tee Higgins,1,6,99,16.5,88.0,14.7,0,0.0,11.0,1.8,4,0.7,1,9,23.7%,7,1,0,4,3,1,0,0
10,Curtis Samuel,1,5,106,21.2,75.0,15.0,0,0.0,31.0,6.2,17,3.4,0,5,17.9%,5,0,0,5,2,1,1,1
11,Adam Thielen,1,8,97,12.1,50.0,6.3,0,0.0,47.0,5.9,13,1.6,0,9,23.7%,8,0,1,4,2,0,0,0
12,JuJu Smith-Schuster,1,9,96,10.7,65.0,7.2,0,0.0,31.0,3.4,5,0.6,0,13,26.5%,9,0,0,3,2,0,0,0
13,Chris Godwin,1,5,84,16.8,68.0,13.6,0,0.0,16.0,3.2,0,0.0,0,9,22.0%,5,0,1,3,1,1,1,1
14,DeSean Jackson,1,1,81,81.0,41.0,41.0,0,0.0,40.0,40.0,0,0.0,0,1,2.9%,1,0,0,1,1,1,1,1
15,Sterling Shepard,1,9,77,8.6,33.0,3.7,0,0.0,44.0,4.9,4,0.4,0,12,29.3%,9,0,3,5,0,0,0,0
16,Diontae Johnson,1,8,74,9.3,60.0,7.5,0,0.0,14.0,1.8,2,0.3,0,14,28.6%,9,1,1,1,1,1,0,0
17,Zach Pascal,1,3,64,21.3,46.0,15.3,0,0.0,18.0,6.0,1,0.3,0,6,17.6%,3,0,1,2,1,1,1,1
18,Calvin Ridley,1,5,130,26.0,64.0,12.8,0,0.0,66.0,13.2,0,0.0,0,9,26.5%,5,0,1,4,3,2,1,1
19,DJ Chark Jr.,1,4,62,15.5,62.0,15.5,0,0.0,0.0,0.0,0,0.0,0,6,16.7%,4,0,0,3,1,0,0,0
20,Amari Cooper,1,4,121,30.3,51.0,12.8,0,0.0,70.0,17.5,51,12.8,0,6,20.0%,5,1,2,3,2,2,1,1
21,Braxton Berrios,1,3,60,20.0,26.0,8.7,0,0.0,34.0,11.3,3,1.0,0,3,10.7%,3,0,0,2,1,1,1,1
22,Laviska Shenault Jr.,1,5,48,9.6,28.0,5.6,0,0.0,20.0,4.0,2,0.4,0,7,19.4%,6,1,0,1,1,1,0,0
23,Allen Robinson II,1,10,103,10.3,66.0,6.6,0,0.0,37.0,3.7,21,2.1,0,13,36.1%,11,1,2,5,1,0,0,0
24,Robbie Chosen,1,7,39,5.6,24.0,3.4,0,0.0,15.0,2.1,7,1.0,1,10,35.7%,7,0,1,2,0,0,0,0
25,Antonio Brown,1,4,35,8.8,22.0,5.5,0,0.0,13.0,3.3,1,0.3,0,6,14.6%,4,0,1,3,0,0,0,0
26,Emmanuel Sanders,1,4,83,20.8,60.0,15.0,0,0.0,23.0,5.8,3,0.8,0,5,17.9%,5,1,0,3,3,1,0,0
27,Demarcus Robinson,1,2,29,14.5,29.0,14.5,0,0.0,0.0,0.0,1,0.5,0,2,4.8%,2,0,0,1,1,0,0,0
28,Alex Erickson,1,6,88,14.7,54.0,9.0,0,0.0,34.0,5.7,7,1.2,0,6,15.8%,6,0,0,2,2,1,1,1
29,Marquise Brown,1,4,25,6.3,20.0,5.0,0,0.0,5.0,1.3,0,0.0,0,4,17.4%,4,0,2,0,0,0,0,0
30,Justin Jefferson,1,6,85,14.2,35.0,5.8,0,0.0,50.0,8.3,19,3.2,1,10,26.3%,6,0,1,5,1,0,0,0
31,Equanimeous St. Brown,1,1,21,21.0,21.0,21.0,0,0.0,0.0,0.0,0,0.0,0,1,4.2%,1,0,0,1,1,0,0,0
32,DaeSean Hamilton,1,5,77,15.4,65.0,13.0,0,0.0,12.0,2.4,6,1.2,0,9,20.9%,6,1,2,4,1,0,0,0
33,Christian Kirk,1,7,76,10.9,54.0,7.7,0,0.0,22.0,3.1,0,0.0,0,10,21.7%,8,1,3,2,1,1,0,0
34,Laquon Treadwell,1,2,11,5.5,10.0,5.0,0,0.0,1.0,0.5,2,1.0,0,2,5.9%,2,0,1,0,0,0,0,0
35,Josh Reynolds,1,6,65,10.8,38.0,6.3,0,0.0,27.0,4.5,18,3.0,1,10,24.4%,6,0,0,3,1,0,0,0
36,Dez Bryant,1,1,8,8.0,8.0,8.0,0,0.0,0.0,0.0,0,0.0,0,1,4.3%,1,0,1,0,0,0,0,0
37,Cooper Kupp,1,8,66,8.3,45.0,5.6,0,0.0,21.0,2.6,4,0.5,0,9,22.0%,8,0,0,3,0,0,0,0
38,Tyreek Hill,1,4,65,16.3,11.0,2.8,0,0.0,54.0,13.5,30,7.5,0,6,14.3%,4,0,0,3,1,1,0,0
39,A.J. Green,1,4,64,16.0,55.0,13.8,0,0.0,9.0,2.3,3,0.8,0,7,18.4%,4,0,0,3,1,1,0,0
40,Cam Sims,1,3,63,21.0,20.0,6.7,0,0.0,43.0,14.3,4,1.3,0,9,19.1%,4,0,0,1,1,1,1,1
41,Jerry Jeudy,1,6,61,10.2,33.0,5.5,0,0.0,28.0,4.7,13,2.2,0,15,34.9%,12,6,1,4,0,0,0,0
