,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Marquez Valdes-Scantling,1,4,149,37.3,68.0,17.0,0,0.0,81,20.3,10,2.5,1,6,18.2%,4,0,0,4,3,2,1,1
2,DeAndre Hopkins,1,7,127,18.1,94.0,13.4,0,0.0,33,4.7,14,2.0,2,12,37.5%,7,0,2,3,3,2,1,1
3,Willie Snead IV,1,5,64,12.8,31.0,6.2,0,0.0,33,6.6,11,2.2,2,7,20.6%,6,1,2,3,1,0,0,0
4,Diontae Johnson,1,6,116,19.3,64.0,10.7,0,0.0,52,8.7,15,2.5,0,11,23.9%,7,1,1,6,1,1,1,1
5,Chase Claypool,1,4,56,14.0,29.0,7.3,0,0.0,27,6.8,5,1.3,0,10,21.7%,5,1,3,4,0,0,0,0
6,Cole Beasley,1,11,109,9.9,69.0,6.3,0,0.0,40,3.6,10,0.9,1,13,28.9%,12,1,0,4,1,0,0,0
7,Keelan Cole Sr.,1,5,47,9.4,27.0,5.4,0,0.0,20,4.0,15,3.0,0,7,20.6%,6,1,1,2,0,0,0,0
8,Adam Thielen,1,4,43,10.8,36.0,9.0,0,0.0,7,1.8,0,0.0,0,7,21.9%,7,3,2,2,0,0,0,0
9,DJ Moore,1,4,96,24.0,57.0,14.3,0,0.0,39,9.8,18,4.5,0,7,25.0%,5,1,0,4,2,1,0,0
10,Marvin Jones Jr.,1,8,96,12.0,81.0,10.1,0,0.0,15,1.9,4,0.5,0,10,31.3%,8,0,0,4,1,0,0,0
11,Tee Higgins,1,7,115,16.4,62.0,8.9,0,0.0,53,7.6,24,3.4,1,9,23.7%,7,0,1,4,1,1,1,1
12,Stefon Diggs,1,10,93,9.3,54.0,5.4,0,0.0,39,3.9,11,1.1,0,10,22.2%,10,0,0,4,2,0,0,0
13,Mike Evans,1,6,77,12.8,48.0,8.0,0,0.0,29,4.8,19,3.2,0,11,28.9%,6,0,5,4,1,0,0,0
14,JuJu Smith-Schuster,1,9,77,8.6,54.0,6.0,0,0.0,23,2.6,9,1.0,1,13,28.3%,10,1,3,2,1,0,0,0
15,Justin Jefferson,1,8,135,16.9,69.0,8.6,0,0.0,66,8.3,24,3.0,2,10,31.3%,8,0,0,5,2,1,1,1
16,Brandon Aiyuk,1,7,75,10.7,42.0,6.0,0,0.0,33,4.7,11,1.6,0,14,35.9%,7,0,2,5,1,0,0,0
17,Michael Pittman Jr.,1,7,101,14.4,44.0,6.3,0,0.0,57,8.1,26,3.7,0,8,22.2%,7,0,3,2,2,2,1,1
18,Marvin Hall,1,2,61,30.5,45.0,22.5,0,0.0,16,8.0,0,0.0,0,3,9.4%,2,0,0,1,1,1,1,1
19,Jakobi Meyers,1,5,59,11.8,44.0,8.8,0,0.0,15,3.0,0,0.0,0,7,41.2%,6,1,1,2,1,0,0,0
20,Davante Adams,1,8,66,8.3,8.0,1.0,0,0.0,58,7.3,5,0.6,0,12,36.4%,8,0,1,3,1,0,0,0
21,Jakeem Grant Sr.,1,4,43,10.8,35.0,8.8,0,0.0,8,2.0,6,1.5,3,5,20.8%,4,0,1,3,0,0,0,0
22,Terry McLaurin,1,7,95,13.6,59.0,8.4,0,0.0,36,5.1,6,0.9,0,9,17.3%,7,0,0,5,2,0,0,0
23,Keenan Allen,1,3,39,13.0,6.0,2.0,0,0.0,33,11.0,0,0.0,0,7,21.9%,3,0,2,3,0,0,0,0
24,Josh Reynolds,1,8,94,11.8,58.0,7.3,0,0.0,36,4.5,5,0.6,0,10,27.8%,9,1,0,4,1,0,0,0
25,Darius Slayton,1,5,93,18.6,69.0,13.8,0,0.0,24,4.8,2,0.4,0,7,25.0%,6,1,0,3,2,1,1,1
26,Chris Godwin,1,6,92,15.3,45.0,7.5,0,0.0,47,7.8,38,6.3,0,6,15.8%,6,0,0,4,2,1,0,0
27,DaeSean Hamilton,1,4,33,8.3,32.0,8.0,0,0.0,1,0.3,0,0.0,0,6,13.3%,4,0,1,1,0,0,0,0
28,John Brown,1,6,72,12.0,23.0,3.8,0,0.0,49,8.2,10,1.7,0,8,17.8%,6,0,0,3,1,1,0,0
29,Jerry Jeudy,1,4,68,17.0,64.0,16.0,0,0.0,4,1.0,0,0.0,0,8,17.8%,4,0,1,3,1,0,0,0
30,Corey Davis,1,5,67,13.4,50.0,10.0,0,0.0,17,3.4,5,1.0,0,6,22.2%,5,0,0,3,1,0,0,0
