,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Tank Bigsby,1,13,101,7.8,11.0,0.8,90,6.9,3,3,-6.0,65,2,1,1,1,1,65,1,1,0,1
2,D'Andre Swift,1,21,73,3.5,61.0,2.9,12,0.6,1,1,-1.0,1,1,0,0,0,0,18,2,2,0,5
3,Kareem Hunt,1,27,102,3.8,50.0,1.9,52,1.9,2,1,-4.0,5,0,0,0,0,0,8,1,1,0,2
4,Rico Dowdle,1,20,87,4.4,52.0,2.6,35,1.8,3,1,-3.0,0,3,0,0,0,0,13,2,2,0,1
5,James Cook,1,20,82,4.1,44.0,2.2,38,1.9,1,2,-2.0,5,3,0,0,0,0,12,2,3,1,20
6,Derrick Henry,1,15,92,6.1,58.0,3.9,34,2.3,2,1,-2.0,1,1,1,1,1,1,51,1,1,1,3
7,Josh Jacobs,1,19,73,3.8,34.0,1.8,39,2.1,0,1,-4.0,2,2,0,0,0,0,13,1,1,0,18
8,Rhamondre Stevenson,1,12,89,7.4,46.0,3.8,43,3.6,0,0,0.0,33,3,1,1,0,0,33,4,4,1,4
9,Kyren Williams,1,22,102,4.6,60.0,2.7,42,1.9,3,1,-6.0,1,1,1,1,0,0,30,1,1,0,2
10,Roschon Johnson,1,10,25,2.5,19.0,1.9,6,0.6,0,0,0.0,1,0,0,0,0,0,8,0,0,0,0
11,Brian Robinson Jr.,1,7,18,2.6,-1.0,-0.1,19,2.7,2,1,-1.0,4,1,0,0,0,0,10,0,0,0,0
12,Chuba Hubbard,1,13,97,7.5,81.0,6.2,16,1.2,0,0,0.0,38,2,1,1,0,0,38,4,4,0,0
13,Chase Brown,1,12,46,3.8,27.0,2.3,19,1.6,2,1,-3.0,0,2,0,0,0,0,16,3,3,2,0
14,Tyrone Tracy Jr.,1,18,129,7.2,97.0,5.4,32,1.8,0,0,0.0,0,4,2,0,0,0,27,1,2,0,0
15,Trey Sermon,1,10,38,3.8,22.0,2.2,16,1.6,0,0,0.0,1,1,0,0,0,0,17,6,6,2,14
16,James Conner,1,19,86,4.5,11.0,0.6,75,3.9,6,2,-4.0,0,3,0,0,0,0,14,2,3,0,15
17,Javonte Williams,1,13,61,4.7,28.0,2.2,33,2.5,0,3,-4.0,0,1,0,0,0,0,17,5,6,0,13
18,Ameer Abdullah,1,5,42,8.4,37.0,7.4,5,1.0,0,1,-2.0,3,1,1,1,1,0,40,3,3,1,0
19,Cam Akers,1,9,42,4.7,27.0,3.0,15,1.7,0,0,0.0,15,2,0,0,0,0,15,2,3,0,1
20,Jeremy McNichols,1,7,44,6.3,12.0,1.7,32,4.6,0,0,0.0,3,1,1,0,0,0,28,0,0,0,0
21,Raheem Mostert,1,19,80,4.2,37.0,1.9,43,2.3,0,0,0.0,0,2,0,0,0,0,18,2,2,0,5
22,Austin Ekeler,1,6,67,11.2,48.0,8.0,19,3.2,0,0,0.0,0,2,1,1,1,1,50,2,2,0,5
23,Dare Ogunbowale,1,15,30,2.0,8.0,0.5,22,1.5,0,4,-5.0,0,0,0,0,0,0,7,6,7,0,5
24,Jaylen Wright,1,13,86,6.6,53.0,4.1,33,2.5,0,0,0.0,0,3,0,0,0,0,17,0,0,0,0
25,Jaleel McLaughlin,1,6,22,3.7,16.0,2.7,6,1.0,0,1,-1.0,0,1,0,0,0,0,13,3,4,1,7
26,Alexander Mattison,1,15,38,2.5,19.0,1.3,19,1.3,0,1,-1.0,0,0,0,0,0,0,8,2,3,0,20
27,Jordan Mason,1,14,89,6.4,44.0,3.1,45,3.2,3,2,-2.0,0,3,2,1,0,0,34,1,1,0,1
28,Bijan Robinson,1,12,61,5.1,20.0,1.7,41,3.4,1,0,0.0,0,1,1,0,0,0,28,3,3,0,10
29,Najee Harris,1,14,42,3.0,21.0,1.5,21,1.5,0,1,-1.0,0,0,0,0,0,0,6,2,2,0,11
30,Kenneth Walker III,1,5,19,3.8,13.0,2.6,6,1.2,1,1,-1.0,0,0,0,0,0,0,7,7,8,1,10
31,C.J. Ham,1,2,10,5.0,8.0,4.0,2,1.0,0,0,0.0,2,0,0,0,0,0,8,0,0,0,0
32,Alvin Kamara,1,11,26,2.4,7.0,0.6,19,1.7,2,1,-2.0,0,0,0,0,0,0,9,6,8,0,3
33,Rachaad White,1,10,72,7.2,16.0,1.6,56,5.6,0,2,-4.0,0,1,1,1,1,1,56,3,3,1,0
34,Alec Ingold,1,1,3,3.0,2.0,2.0,1,1.0,0,0,0.0,3,0,0,0,0,0,3,0,0,0,0
35,D'Onta Foreman,1,9,44,4.9,26.0,2.9,18,2.0,0,0,0.0,0,1,1,0,0,0,25,1,1,0,9
36,Travis Etienne Jr.,1,6,17,2.8,9.0,1.5,8,1.3,0,0,0.0,0,0,0,0,0,0,4,6,7,0,24
37,Tyler Goodson,1,5,26,5.2,19.0,3.8,7,1.4,0,0,0.0,0,1,0,0,0,0,17,3,3,0,6
38,Antonio Gibson,1,6,52,8.7,16.0,2.7,36,6.0,0,0,0.0,0,2,1,0,0,0,24,1,1,0,2
39,Aaron Jones,1,7,29,4.1,12.0,1.7,17,2.4,1,0,0.0,0,0,0,0,0,0,9,1,1,0,2
40,Zack Moss,1,9,24,2.7,18.0,2.0,6,0.7,2,0,0.0,0,0,0,0,0,0,8,3,4,0,3
41,Jerome Ford,1,9,47,5.2,31.0,3.4,16,1.8,1,0,0.0,0,2,0,0,0,0,16,3,3,0,2
42,Ty Chandler,1,14,30,2.1,21.0,1.5,9,0.6,0,2,-2.0,0,0,0,0,0,0,5,2,2,0,1
