,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Saquon Barkley,1,24,109.0,4.5,78.0,3.3,31,1.3,0,4,-11.0,11,3,1,1,0,0,34,2,2,1,0
2,Joe Mixon,1,30,159.0,5.3,103.0,3.4,56,1.9,2,1,-2.0,3,4,0,0,0,0,13,3,3,0,7
3,Jordan Mason,1,28,147.0,5.3,79.0,2.8,68,2.4,1,1,-2.0,5,5,1,0,0,0,24,1,1,0,0
4,J.K. Dobbins,1,10,135.0,13.5,64.0,6.4,71,7.1,4,0,0.0,12,3,2,2,2,1,61,3,3,0,0
5,Rhamondre Stevenson,1,25,120.0,4.8,45.0,1.8,75,3.0,2,3,-5.0,3,4,0,0,0,0,17,3,3,0,0
6,Alvin Kamara,1,15,83.0,5.5,63.0,4.2,20,1.3,0,1,-5.0,1,3,0,0,0,0,17,5,5,0,19
7,Aaron Jones,1,14,94.0,6.7,53.0,3.8,41,2.9,1,1,-1.0,3,5,0,0,0,0,19,2,2,0,1
8,Kenneth Walker III,1,20,103.0,5.2,52.0,2.6,51,2.6,2,3,-11.0,23,3,1,0,0,0,23,2,3,2,5
9,James Conner,1,16,50.0,3.1,27.0,1.7,23,1.4,0,1,-3.0,3,1,1,0,0,0,20,3,4,0,18
10,De'Von Achane,1,10,24.0,2.4,22.0,2.2,2,0.2,0,3,-5.0,1,0,0,0,0,0,9,7,7,2,16
11,Tony Pollard,1,16,82.0,5.1,43.0,2.7,39,2.4,3,2,-2.0,26,3,1,0,0,0,26,3,4,0,3
12,David Montgomery,1,17,91.0,5.4,45.0,2.6,46,2.7,2,1,-1.0,1,1,1,0,0,0,21,1,1,0,0
13,Brian Robinson Jr.,1,12,40.0,3.3,20.0,1.7,20,1.7,0,1,-1.0,7,0,0,0,0,0,7,3,4,0,33
14,Isiah Pacheco,1,15,45.0,3.0,17.0,1.1,28,1.9,0,0,0.0,1,0,0,0,0,0,5,2,3,0,6
15,Jahmyr Gibbs,1,11,40.0,3.6,21.0,1.9,19,1.7,1,0,0.0,1,0,0,0,0,0,8,4,6,1,8
16,Breece Hall,1,16,54.0,3.4,19.0,1.2,35,2.2,1,0,0.0,3,1,0,0,0,0,16,5,6,0,14
17,Jerome Ford,1,12,44.0,3.7,20.0,1.7,24,2.0,1,1,-2.0,2,1,0,0,0,0,11,6,7,0,5
18,Alexander Mattison,1,5,19.0,3.8,6.0,1.2,13,2.6,0,0,0.0,0,0,0,0,0,0,7,4,6,0,34
19,Zack Moss,1,9,44.0,4.9,27.0,3.0,17,1.9,0,0,0.0,5,1,0,0,0,0,16,2,4,0,0
20,Kyren Williams,1,18,50.0,2.8,23.0,1.3,27,1.5,0,3,-5.0,2,0,0,0,0,0,9,3,3,0,4
21,Bijan Robinson,1,18,68.0,3.8,18.0,1.0,50,2.8,4,1,-3.0,0,2,0,0,0,0,13,5,5,1,12
22,Jamaal Williams,1,11,38.0,3.5,22.0,2.0,16,1.5,0,2,-4.0,14,1,0,0,0,0,14,1,1,0,3
23,Ezekiel Elliott,1,10,40.0,4.0,25.0,2.5,15,1.5,0,0,0.0,3,0,0,0,0,0,9,2,2,1,8
24,Jonathan Taylor,1,16,48.0,3.0,29.0,1.8,19,1.2,1,3,-6.0,5,0,0,0,0,0,7,0,0,0,0
25,Derrick Henry,1,13,46.0,3.5,17.0,1.3,29,2.2,2,1,-1.0,5,0,0,0,0,0,9,0,2,0,0
26,Rachaad White,1,15,31.0,2.1,-2.0,-0.1,33,2.2,0,5,-14.0,0,1,0,0,0,0,15,6,6,1,26
27,Josh Jacobs,1,16,84.0,5.3,43.0,2.7,41,2.6,2,3,-3.0,0,2,2,1,0,0,32,2,3,0,8
28,James Cook,1,19,71.0,3.7,40.0,2.1,31,1.6,1,3,-7.0,0,1,0,0,0,0,15,3,3,0,2
29,Zach Charbonnet,1,8,12.0,1.5,3.0,0.4,9,1.1,0,2,-2.0,0,0,0,0,0,0,6,2,3,0,0
30,Travis Etienne Jr.,1,12,44.0,3.7,31.0,2.6,13,1.1,0,2,-3.0,1,2,0,0,0,0,11,2,3,1,0
31,Najee Harris,1,20,70.0,3.5,22.0,1.1,48,2.4,2,2,-4.0,0,1,1,0,0,0,20,1,2,0,4
32,Bucky Irving,1,9,62.0,6.9,51.0,5.7,11,1.2,0,2,-8.0,0,2,1,1,0,0,31,2,3,0,11
33,Tank Bigsby,1,12,73.0,6.1,47.0,3.9,26,2.2,1,1,-1.0,0,2,1,0,0,0,26,0,0,0,0
34,Austin Ekeler,1,2,10.0,5.0,4.0,2.0,6,3.0,0,0,0.0,0,0,0,0,0,0,6,4,4,0,27
35,DeeJay Dallas,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
36,Justice Hill,1,1,3.0,3.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,6,8,2,17
37,Devin Singletary,1,10,37.0,3.7,17.0,1.7,20,2.0,0,0,0.0,0,0,0,0,0,0,7,4,5,0,7
38,D'Andre Swift,1,10,30.0,3.0,17.0,1.7,13,1.3,0,4,-12.0,0,1,1,0,0,0,20,0,1,0,0
39,Emanuel Wilson,1,4,46.0,11.5,28.0,7.0,18,4.5,1,0,0.0,0,2,0,0,0,0,18,2,3,1,0
40,Ty Chandler,1,8,17.0,2.1,11.0,1.4,6,0.8,0,1,-3.0,0,0,0,0,0,0,6,3,3,1,3
41,Kyle Juszczyk,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,3,0,4
42,Tyjae Spears,1,4,21.0,5.3,10.0,2.5,11,2.8,0,0,0.0,0,1,0,0,0,0,11,4,4,0,3
43,Rico Dowdle,1,8,26.0,3.3,13.0,1.6,13,1.6,0,2,-3.0,0,1,0,0,0,0,10,1,1,0,4
44,Pierre Strong Jr.,1,2,10.0,5.0,6.0,3.0,4,2.0,0,0,0.0,0,0,0,0,0,0,6,2,3,0,15
45,Gus Edwards,1,11,26.0,2.4,11.0,1.0,15,1.4,1,1,-1.0,0,1,0,0,0,0,10,1,1,0,1
46,Ray Davis,1,3,13.0,4.3,5.0,1.7,8,2.7,0,0,0.0,0,1,0,0,0,0,13,1,1,0,4
47,Emari Demercado,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,1,4
48,Jeff Wilson Jr.,1,5,26.0,5.2,10.0,2.0,16,3.2,0,0,0.0,0,1,0,0,0,0,14,0,0,0,0
49,Zamir White,1,13,44.0,3.4,19.0,1.5,25,1.9,2,1,-1.0,0,1,0,0,0,0,12,2,2,0,1
50,Chase Brown,1,3,11.0,3.7,7.0,2.3,4,1.3,1,1,-1.0,0,0,0,0,0,0,8,3,3,0,1
51,Javonte Williams,1,8,23.0,2.9,9.0,1.1,14,1.8,1,1,-1.0,0,0,0,0,0,0,9,1,2,1,0
52,Miles Sanders,1,5,22.0,4.4,13.0,2.6,9,1.8,1,0,0.0,0,0,0,0,0,0,8,0,2,0,0
53,Tyler Allgeier,1,3,21.0,7.0,10.0,3.3,11,3.7,0,0,0.0,0,1,0,0,0,0,13,0,0,0,0
54,Jaylen Warren,1,2,7.0,3.5,2.0,1.0,5,2.5,0,1,-1.0,0,0,0,0,0,0,8,2,2,0,8
55,Raheem Mostert,1,6,9.0,1.5,2.0,0.3,7,1.2,0,2,-4.0,0,0,0,0,0,0,6,2,3,0,5
56,Antonio Gibson,1,7,18.0,2.6,10.0,1.4,8,1.1,1,0,0.0,0,0,0,0,0,0,8,0,0,0,0
57,Trey Benson,1,3,13.0,4.3,6.0,2.0,7,2.3,0,0,0.0,0,0,0,0,0,0,6,1,1,0,1
58,Hunter Luepke,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,2,0,3
59,Braelon Allen,1,1,8.0,8.0,3.0,3.0,5,5.0,0,0,0.0,0,0,0,0,0,0,8,1,1,0,9
60,Dameon Pierce,1,3,16.0,5.3,3.0,1.0,13,4.3,2,0,0.0,0,0,0,0,0,0,9,0,0,0,0
61,Ronnie Rivers,1,2,16.0,8.0,12.0,6.0,4,2.0,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0
62,Eric Gray,1,2,6.0,3.0,4.0,2.0,2,1.0,0,0,0.0,0,0,0,0,0,0,6,1,1,0,1
63,Audric Estime,1,2,14.0,7.0,13.0,6.5,1,0.5,0,0,0.0,0,1,0,0,0,0,12,0,0,0,0
64,Chuba Hubbard,1,6,14.0,2.3,8.0,1.3,6,1.0,0,1,-2.0,0,0,0,0,0,0,7,0,0,0,0
65,Cordarrelle Patterson,1,4,13.0,3.3,3.0,0.8,10,2.5,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
66,Kenneth Gainwell,1,1,2.0,2.0,0.0,0.0,2,2.0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,10
67,Jordan Mims,1,4,11.0,2.8,7.0,1.8,4,1.0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,0
68,Samaje Perine,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,2,0,6
69,Travis Homer,1,2,10.0,5.0,8.0,4.0,2,1.0,0,0,0.0,0,0,0,0,0,0,6,0,0,0,0
70,Jaleel McLaughlin,1,10,27.0,2.7,15.0,1.5,12,1.2,1,2,-7.0,0,1,0,0,0,0,15,5,5,1,2
71,Alec Ingold,1,2,8.0,4.0,1.0,0.5,7,3.5,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0
72,Tyrone Tracy Jr.,1,2,2.0,1.0,2.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,3,0,0
73,Mike Boone,1,4,7.0,1.8,2.0,0.5,5,1.3,1,0,0.0,0,0,0,0,0,0,5,0,0,0,0
74,Ty Johnson,1,2,7.0,3.5,4.0,2.0,3,1.5,0,0,0.0,0,0,0,0,0,0,6,0,1,0,0
75,Khalil Herbert,1,2,4.0,2.0,1.0,0.5,3,1.5,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
76,Deuce Vaughn,1,1,4.0,4.0,2.0,2.0,2,2.0,0,0,0.0,0,0,0,0,0,0,4,0,0,0,0
77,Michael Burton,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
78,Carson Steele,1,2,3.0,1.5,-2.0,-1.0,5,2.5,0,1,-2.0,0,0,0,0,0,0,5,0,0,0,0
79,Dare Ogunbowale,1,0,0.0,,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0
80,Isaiah Davis,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
81,D.J. Williams,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
82,Dylan Laube,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
83,Kimani Vidal,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
84,Tyler Badie,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
85,Hassan Haskins,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
86,MarShawn Lloyd,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
87,Tyler Goodson,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
