,,GAMES,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,RUSHING,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,BIG RUSH PLAYS,RECEIVING,RECEIVING,RECEIVING,RECEIVING
RANK,PLAYER,G,ATT,YDS,Y/ATT,YBCON,YBCON/ATT,YACON,YACON/ATT,BRKTKL,TK LOSS,TK LOSS YDS,LNG TD,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG,REC,TGT,RZ TGT,YACON
1,Alvin Kamara,1,20,115.0,5.8,80.0,4.0,35,1.8,3,0,0.0,12,4,0,0,0,0,15,2,3,1,0
2,James Cook,1,11,78.0,7.1,23.0,2.1,55,5.0,1,0,0.0,49,1,1,1,1,0,49,1,1,1,0
3,De'Von Achane,1,22,96.0,4.4,50.0,2.3,46,2.1,1,4,-10.0,0,4,0,0,0,0,17,7,7,1,11
4,J.K. Dobbins,1,17,131.0,7.7,45.0,2.6,86,5.1,1,1,-2.0,43,4,1,1,1,0,43,1,1,0,0
5,James Conner,1,21,122.0,5.8,53.0,2.5,69,3.3,3,2,-2.0,5,4,1,0,0,0,22,1,1,0,2
6,Braelon Allen,1,7,33.0,4.7,3.0,0.4,30,4.3,0,1,-1.0,20,1,1,0,0,0,20,2,4,1,6
7,Breece Hall,1,14,62.0,4.4,14.0,1.0,48,3.4,1,3,-10.0,0,1,1,1,0,0,30,7,8,0,8
8,Jordan Mason,1,20,100.0,5.0,61.0,3.1,39,2.0,0,2,-3.0,10,2,1,0,0,0,22,1,1,0,0
9,Derrick Henry,1,18,84.0,4.7,27.0,1.5,57,3.2,1,3,-7.0,3,2,1,0,0,0,29,1,1,0,11
10,Rhamondre Stevenson,1,21,81.0,3.9,39.0,1.9,42,2.0,1,1,-4.0,1,2,0,0,0,0,18,2,5,3,7
11,Brian Robinson Jr.,1,17,133.0,7.8,58.0,3.4,75,4.4,3,3,-6.0,0,5,2,2,1,0,40,1,3,2,1
12,Saquon Barkley,1,22,95.0,4.3,44.0,2.0,51,2.3,1,3,-8.0,0,2,0,0,0,0,11,4,5,2,8
13,Devin Singletary,1,16,95.0,5.9,48.0,3.0,47,2.9,3,1,-2.0,7,4,1,0,0,0,22,1,1,0,0
14,Jonathan Taylor,1,12,103.0,8.6,78.0,6.5,25,2.1,0,2,-4.0,0,5,1,0,0,0,29,2,4,0,5
15,Josh Jacobs,1,32,151.0,4.7,95.0,3.0,56,1.8,1,3,-7.0,0,4,1,1,0,0,34,0,0,0,0
16,David Montgomery,1,11,35.0,3.2,11.0,1.0,24,2.2,1,1,-2.0,1,0,0,0,0,0,9,4,4,1,8
17,Zach Charbonnet,1,14,38.0,2.7,14.0,1.0,24,1.7,1,1,-1.0,1,0,0,0,0,0,9,5,5,0,8
18,Bijan Robinson,1,14,97.0,6.9,62.0,4.4,35,2.5,1,1,-1.0,0,4,0,0,0,0,19,4,5,0,3
19,Travis Etienne Jr.,1,13,52.0,4.0,22.0,1.7,30,2.3,0,4,-9.0,4,2,1,0,0,0,20,3,4,1,5
20,Kyren Williams,1,12,25.0,2.1,10.0,0.8,15,1.3,0,4,-6.0,4,0,0,0,0,0,9,4,5,3,11
21,Isiah Pacheco,1,19,90.0,4.7,64.0,3.4,26,1.4,0,0,0.0,0,2,0,0,0,0,11,5,5,1,4
