,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,C.J. Stroud,1,30,42,71%,470,11.2,277,6.6,20,8,2,1,1,2.7,3,5,6,12,5,2,7,148
2,Dak Prescott,1,29,44,66%,374,8.5,254,5.8,17,7,2,1,0,2.3,5,4,5,6,9,4,6,115
3,Jalen Hurts,1,17,23,74%,207,9.0,126,5.5,9,4,0,0,0,2.2,3,1,4,8,3,0,1,130
4,Josh Allen,1,26,38,68%,258,6.8,126,3.3,9,3,1,0,0,2.7,1,4,0,3,8,0,5,85
5,Joshua Dobbs,1,20,30,67%,158,5.3,108,3.6,5,3,0,0,0,2.7,3,1,2,4,2,1,7,102
6,Joe Burrow,1,31,44,70%,348,7.9,196,4.5,15,4,2,0,0,2.7,1,5,0,13,4,4,8,109
7,Baker Mayfield,1,21,30,70%,265,8.8,161,5.4,10,4,2,1,1,2.5,2,3,7,5,6,0,8,119
8,Deshaun Watson,1,19,30,63%,219,7.3,128,4.3,8,2,2,2,1,2.3,1,3,0,6,5,3,4,108
9,Tyson Bagent,1,18,30,60%,220,7.3,96,3.2,12,1,1,0,0,3.1,2,3,1,9,3,0,3,65
10,Sam Howell,1,29,45,64%,325,7.2,190,4.2,13,5,2,0,0,2.2,3,3,5,12,8,2,4,84
11,Derek Carr,1,25,34,74%,211,6.2,108,3.2,8,2,1,0,0,2.4,0,2,0,6,3,1,5,109
12,Patrick Mahomes II,1,20,30,67%,185,6.2,87,2.9,8,3,0,0,0,2.2,2,3,5,10,6,1,3,106
13,Taylor Heinicke,1,21,38,55%,268,7.1,124,3.3,10,4,2,1,1,2.4,1,2,2,17,9,2,1,75
14,Jordan Love,1,20,26,77%,228,8.8,155,6.0,10,3,1,0,0,2.7,4,2,1,8,2,2,0,116
15,Tua Tagovailoa,1,21,34,62%,193,5.7,133,3.9,10,1,1,0,0,2.1,3,3,4,14,10,3,0,87
16,Mac Jones,1,24,44,55%,220,5.0,120,2.7,10,1,0,0,0,2.1,0,1,1,6,7,3,1,67
17,Bryce Young,1,24,39,62%,173,4.4,101,2.6,3,1,1,1,0,2.5,4,2,1,4,7,1,2,48
18,Lamar Jackson,1,21,26,81%,187,7.2,126,4.8,9,0,0,0,0,2.5,1,0,0,8,2,1,4,97
19,Tommy DeVito,1,15,20,75%,175,8.8,81,4.1,9,2,1,0,0,3.2,6,1,0,6,2,1,1,78
20,Kenny Pickett,1,19,30,63%,160,5.3,75,2.5,5,1,1,0,0,2.2,0,2,3,6,5,2,4,88
21,Will Levis,1,22,39,56%,262,6.7,177,4.5,12,7,0,0,0,2.6,4,7,4,15,7,1,4,66
22,Gardner Minshew II,1,17,26,65%,127,4.9,75,2.9,8,0,0,0,0,2.4,1,2,1,8,4,0,3,90
23,Aidan O'Connell,1,16,25,64%,209,8.4,96,3.8,9,2,1,1,1,2.0,0,1,0,11,3,1,2,90
24,Zach Wilson,1,33,49,67%,263,5.4,172,3.5,8,2,2,0,0,2.4,8,2,2,8,5,3,3,81
25,Justin Herbert,1,16,30,53%,136,4.5,87,2.9,6,1,0,0,0,2.6,5,7,3,4,4,3,1,65
26,Tyler Huntley,1,5,7,71%,38,5.4,15,2.1,2,0,0,0,0,1.7,0,0,0,1,1,0,5,124
27,Jaren Hall,1,5,6,83%,78,13.0,28,4.7,2,1,1,1,0,2.5,0,0,1,2,1,0,3,119
28,Brett Rypien,1,13,28,46%,130,4.6,82,2.9,5,1,1,0,0,2.5,1,3,2,5,3,1,0,45
29,Geno Smith,1,13,28,46%,157,5.6,107,3.8,3,2,2,1,1,2.5,4,1,0,6,4,1,2,49
30,Daniel Jones,1,4,9,44%,25,2.8,10,1.1,0,0,0,0,0,2.7,2,0,0,7,4,0,0,52
31,Clayton Tune,1,11,20,55%,58,2.9,30,1.5,2,0,0,0,0,2.2,7,3,1,4,2,1,0,21
32,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
33,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
34,Malik Cunningham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Max Duggan,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Sam Darnold,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,P.J. Walker,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Kirk Cousins,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Anthony Richardson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Trevor Lawrence,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Justin Fields,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Sean Clifford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Cooper Rush,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Aaron Rodgers,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Desmond Ridder,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Jared Goff,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Brock Purdy,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
72,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
73,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
74,Dorian Thompson-Robinson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
75,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
76,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
77,Jake Browning,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
78,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
