,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
20,Ryan Tannehill,1,18,25,72%,240,9.6,164,6.6,9,4,2,1,0,2.3,3,4,1,8,6,1,3,99
21,Jared Goff,1,19,28,68%,210,7.5,133,4.8,9,5,1,0,0,2.5,2,4,1,9,6,2,4,87
22,Kirk Cousins,1,12,19,63%,139,7.3,101,5.3,5,2,1,0,0,2.4,2,2,2,7,2,1,2,81
23,Aidan O'Connell,1,24,39,62%,238,6.1,124,3.2,12,2,0,0,0,2.8,7,1,0,8,10,2,9,68
24,Daniel Jones,1,27,34,79%,203,6.0,96,2.8,8,2,0,0,0,2.2,10,4,7,9,3,0,1,67
25,Desmond Ridder,1,19,31,61%,191,6.2,111,3.6,8,1,1,0,0,2.0,4,3,1,12,3,1,5,63
26,Geno Smith,1,13,20,65%,110,5.5,75,3.8,5,1,0,0,0,2.3,2,1,4,8,2,0,2,96
27,Bryce Young,1,25,32,78%,204,6.4,114,3.6,10,1,0,0,0,2.1,5,1,0,14,2,1,4,93
28,Joe Burrow,1,20,30,67%,165,5.5,77,2.6,6,0,0,0,0,1.9,3,7,1,10,4,1,1,81
29,Kenny Pickett,1,15,23,65%,114,5.0,53,2.3,4,1,1,0,0,2.5,3,3,2,3,5,0,2,59
30,Dorian Thompson-Robinson,1,19,36,53%,121,3.4,82,2.3,3,0,0,0,0,3.1,4,5,0,9,8,0,2,25
31,Drew Lock,1,2,6,33%,63,10.5,11,1.8,2,1,1,1,1,1.8,0,0,3,3,2,1,0,74
32,Derek Carr,1,23,37,62%,127,3.4,53,1.4,6,1,0,0,0,2.6,2,1,0,7,9,1,2,68
33,Mac Jones,1,12,21,57%,150,7.1,97,4.6,7,2,1,1,0,2.8,1,0,0,6,4,1,1,40
34,Bailey Zappe,1,4,9,44%,57,6.3,45,5.0,3,2,0,0,0,2.7,1,0,1,3,3,0,0,66
35,Tyler Huntley,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Mitchell Trubisky,1,3,5,60%,18,3.6,9,1.8,0,0,0,0,0,2.2,0,0,0,0,0,0,0,67
37,Cooper Rush,1,2,2,100%,20,10.0,20,10.0,1,0,0,0,0,2.2,0,0,0,2,0,0,0,108
38,Sam Darnold,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Kyle Allen,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Jameis Winston,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,3.4,0,1,0,0,1,0,0,0
41,Deshaun Watson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Jaren Hall,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Will Levis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Jake Browning,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Aaron Rodgers,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Tyrod Taylor,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Sean Clifford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Clayton Tune,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
72,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
73,Malik Cunningham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
74,Tommy DeVito,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
75,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
76,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
77,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
