,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Lamar Jackson,1,24,43,56%,316.0,7.3,218,5.1,13,4,2,2,1,3.0,2,3,1,13,10,3,4,93
2,Desmond Ridder,1,26,40,65%,347.0,8.7,234,5.9,12,6,3,1,0,2.2,3,0,0,12,4,1,4,90
3,Justin Fields,1,19,33,58%,223.0,6.8,137,4.2,8,3,2,1,0,2.6,3,5,3,9,5,3,8,88
4,Jake Browning,1,18,24,75%,275.0,11.5,109,4.5,10,5,3,3,1,2.6,0,3,0,2,1,2,5,123
5,Matthew Stafford,1,23,41,56%,294.0,7.2,179,4.4,11,7,3,0,0,2.7,2,8,0,9,11,2,11,103
6,Brock Purdy,1,19,27,70%,368.0,13.6,184,6.8,12,8,5,3,1,2.5,3,4,0,7,3,1,2,122
7,Bailey Zappe,1,19,28,68%,240.0,8.6,116,4.1,9,3,1,0,0,2.5,2,0,1,11,3,2,2,115
8,Mitchell Trubisky,1,22,35,63%,190.0,5.4,98,2.8,7,3,0,0,0,2.5,2,0,5,8,8,1,2,75
9,Josh Allen,1,23,42,55%,233.0,5.5,112,2.7,10,4,0,0,0,2.1,3,7,9,16,6,2,3,69
10,Joe Flacco,1,26,45,58%,311.0,6.9,172,3.8,13,4,3,1,0,2.3,1,2,5,13,10,1,1,92
11,Trevor Lawrence,1,28,50,56%,257.0,5.1,151,3.0,13,1,0,0,0,2.2,4,8,2,10,11,0,7,65
12,Baker Mayfield,1,14,29,48%,144.0,5.0,61,2.1,5,2,2,0,0,2.8,1,0,0,2,9,1,1,86
13,Zach Wilson,1,27,36,75%,301.0,8.4,179,5.0,13,5,0,0,0,2.6,4,5,5,14,4,1,4,118
14,Dak Prescott,1,24,39,62%,271.0,6.9,146,3.7,8,5,3,0,0,2.4,3,0,3,5,2,4,4,99
15,Will Levis,1,23,38,61%,327.0,8.6,214,5.6,12,7,3,1,0,2.4,1,6,2,3,5,1,5,86
16,Tommy DeVito,1,17,21,81%,158.0,7.5,109,5.2,4,2,1,0,0,2.2,0,2,5,8,2,1,1,114
17,Drew Lock,1,22,31,71%,269.0,8.7,131,4.2,10,7,1,0,0,2.5,4,0,2,6,1,3,2,92
18,Russell Wilson,1,21,33,64%,224.0,6.8,95,2.9,6,2,2,1,0,2.8,2,1,0,17,4,1,4,91
19,Gardner Minshew II,1,26,39,67%,240.0,6.2,143,3.7,12,1,1,0,0,2.4,3,0,1,7,3,3,1,81
20,Patrick Mahomes II,1,25,43,58%,271.0,6.3,137,3.2,10,3,0,0,0,2.2,1,6,3,12,8,2,7,75
21,Derek Carr,1,18,26,69%,119.0,4.6,97,3.7,3,1,1,1,0,2.1,1,5,0,8,1,0,6,89
22,Jordan Love,1,25,39,64%,218.0,5.6,117,3.0,6,2,2,1,0,2.2,2,4,5,20,7,2,8,77
23,Tua Tagovailoa,1,23,33,70%,240.0,7.3,175,5.3,11,3,0,0,0,2.2,5,2,6,3,7,0,3,91
24,Jalen Hurts,1,18,27,67%,197.0,7.3,123,4.6,9,3,1,0,0,2.2,1,1,1,9,2,4,1,88
25,Jared Goff,1,20,35,57%,161.0,4.6,101,2.9,7,1,0,0,0,2.1,4,3,2,8,6,3,4,55
26,Bryce Young,1,13,36,36%,137.0,3.8,90,2.5,5,1,1,0,0,2.6,4,4,3,13,10,1,1,48
27,Aidan O'Connell,1,21,32,66%,171.0,4.6,68,2.1,4,1,1,0,0,2.5,4,1,2,16,5,1,1,66
28,Easton Stick,1,13,24,54%,179.0,7.5,131,5.5,6,3,1,1,1,2.7,2,2,0,15,5,0,1,78
29,Joshua Dobbs,1,10,23,43%,63.0,2.7,51,2.2,2,0,0,0,0,2.7,5,5,1,10,7,2,0,51
30,C.J. Stroud,1,10,23,43%,91.0,4.0,51,2.2,3,2,0,0,0,2.7,4,2,2,6,3,2,1,55
