,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Lamar Jackson,1,18,21,86%,321,15.3,184,8.8,12,6,3,1,1,2.6,1,1,0,7,0,2,2,158
2,Jordan Love,1,24,33,73%,256,7.8,155,4.7,14,3,1,0,0,2.2,0,2,1,20,5,3,5,125
3,Justin Fields,1,20,32,63%,268,8.4,149,4.7,10,7,2,0,0,3.0,3,2,3,14,7,1,6,100
4,Kyler Murray,1,25,31,81%,232,7.5,124,4.0,9,2,1,0,0,2.1,1,2,6,10,3,1,6,117
5,Joe Flacco,1,19,29,66%,309,10.7,131,4.5,8,7,3,2,1,2.6,1,0,5,4,5,2,7,121
6,Josh Allen,1,15,30,50%,169,5.6,117,3.9,6,1,1,1,1,2.3,1,3,1,13,7,3,4,53
7,Dak Prescott,1,26,38,68%,345,9.1,195,5.1,10,5,2,1,1,2.3,3,4,6,17,7,2,2,104
8,Jake Browning,1,19,33,58%,197,6.0,104,3.2,9,2,0,0,0,2.6,6,7,3,11,7,1,4,85
9,Aidan O'Connell,1,30,47,64%,299,6.4,206,4.4,15,2,0,0,0,2.3,2,2,3,9,9,1,7,96
10,Jalen Hurts,1,18,23,78%,167,7.3,105,4.6,6,2,0,0,0,2.6,0,2,2,9,3,1,2,118
11,Tyrod Taylor,1,27,41,66%,319,7.8,175,4.3,9,2,1,1,1,2.5,6,3,1,14,3,5,2,87
12,Baker Mayfield,1,22,33,67%,309,9.4,183,5.5,10,5,4,2,1,2.5,2,1,1,3,4,2,0,92
13,Taylor Heinicke,1,10,29,34%,163,5.6,68,2.3,4,3,1,1,1,2.9,2,4,3,5,13,2,2,26
14,Brock Purdy,1,22,28,79%,230,8.2,159,5.7,9,2,1,0,0,3.2,0,1,0,6,2,0,11,125
15,Geno Smith,1,23,33,70%,290,8.8,169,5.1,13,5,2,0,0,2.4,1,8,5,6,3,4,5,107
16,Tua Tagovailoa,1,22,38,58%,237,6.2,164,4.3,9,3,0,0,0,1.9,3,2,2,1,8,3,5,72
17,Derek Carr,1,24,32,75%,197,6.2,128,4.0,8,2,1,0,0,2.2,1,0,2,12,4,2,3,111
18,Bailey Zappe,1,16,26,62%,209,8.0,116,4.5,8,2,2,1,0,2.4,3,4,1,11,5,0,0,47
19,Trevor Siemian,1,32,45,71%,261,5.8,125,2.8,10,5,0,0,0,1.9,2,2,1,9,4,1,2,84
20,Matthew Stafford,1,24,34,71%,317,9.3,101,3.0,9,2,2,1,1,2.1,4,2,0,27,6,3,3,85
21,Jarrett Stidham,1,20,32,63%,224,7.0,87,2.7,7,2,2,2,1,2.4,2,2,1,13,4,0,4,94
22,Gardner Minshew II,1,15,23,65%,224,9.7,108,4.7,7,3,2,2,2,2.4,1,1,4,7,2,2,0,112
23,C.J. Stroud,1,24,32,75%,213,6.7,104,3.3,11,1,0,0,0,2.2,1,1,0,5,5,1,6,103
24,Jared Goff,1,19,34,56%,271,8.0,181,5.3,12,4,1,1,1,2.0,1,7,1,4,6,1,6,67
25,Patrick Mahomes II,1,21,29,72%,245,8.4,108,3.7,8,4,2,2,1,2.5,2,5,3,4,6,1,4,109
26,Easton Stick,1,24,38,63%,220,5.8,130,3.4,8,2,0,0,0,2.2,1,1,0,19,10,1,2,79
27,Mason Rudolph,1,18,24,75%,274,11.4,159,6.6,12,5,3,1,0,2.3,1,1,2,5,0,0,5,112
28,C.J. Beathard,1,17,24,71%,178,7.4,111,4.6,6,2,1,1,0,2.3,3,3,0,6,3,0,6,92
29,Nick Mullens,1,13,22,59%,113,5.1,60,2.7,6,1,0,0,0,2.7,1,2,2,2,6,1,8,88
30,Sam Howell,1,17,28,61%,169,6.0,89,3.2,5,3,1,1,0,3.0,1,5,0,4,7,1,4,60
31,Ryan Tannehill,1,16,20,80%,168,8.4,83,4.2,6,2,1,0,0,2.2,5,3,1,1,2,0,5,102
32,Tyler Huntley,1,1,1,100%,19,19.0,19,19.0,1,0,0,0,0,2.0,0,0,0,0,0,0,1,158
33,Bryce Young,1,19,32,59%,112,3.5,56,1.8,2,0,0,0,0,2.4,6,1,0,13,7,2,0,53
34,Sean Clifford,1,1,1,100%,37,37.0,34,34.0,1,1,1,0,0,2.4,0,0,0,1,0,0,0,119
35,Jaren Hall,1,5,10,50%,67,6.7,35,3.5,3,1,0,0,0,2.9,3,1,0,6,3,0,0,32
36,Davis Mills,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Clayton Tune,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Sam Darnold,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,2.7,1,0,0,0,0,0,0,0
39,Kyle Allen,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Matt Barkley,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Desmond Ridder,1,3,4,75%,17,4.3,15,3.8,0,0,0,0,0,1.9,0,0,0,0,0,0,0,43
42,Will Levis,1,2,6,33%,16,2.7,12,2.0,1,0,0,0,0,2.4,1,2,1,2,1,1,0,42
43,Mike White,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
