,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Tua Tagovailoa,1,28,45,62%,466,10.4,317,7.0,20,8,4,1,0,2.4,0,2,3,16,4,2,9,110
2,Mac Jones,1,35,54,65%,316,5.9,170,3.1,15,2,1,0,0,2.2,2,4,17,13,7,5,5,91
3,Jordan Love,1,15,27,56%,245,9.1,108,4.0,8,4,4,1,1,2.6,1,2,2,5,7,2,4,123
4,Anthony Richardson,1,24,37,65%,223,6.0,107,2.9,7,3,1,0,0,2.7,4,2,4,15,8,2,3,79
5,Deshaun Watson,1,16,29,55%,154,5.3,100,3.4,7,2,1,0,0,2.8,3,2,3,12,6,3,3,67
6,Justin Herbert,1,23,33,70%,229,6.9,124,3.8,8,3,2,0,0,2.4,3,1,4,7,6,1,5,99
7,Patrick Mahomes II,1,21,39,54%,226,5.8,131,3.4,8,4,1,0,0,3.1,0,7,1,5,7,5,5,78
8,Trevor Lawrence,1,24,32,75%,241,7.5,164,5.1,8,3,0,0,0,2.2,2,1,1,3,5,1,4,104
9,Kirk Cousins,1,33,44,75%,344,7.8,217,4.9,12,5,3,1,0,2.5,2,7,4,21,7,1,6,103
10,Brock Purdy,1,19,29,66%,220,7.6,170,5.9,11,3,0,0,0,2.4,3,3,13,9,3,2,3,111
11,Sam Howell,1,19,31,61%,202,6.5,145,4.7,10,1,1,0,0,2.7,6,0,1,9,2,2,3,78
12,Jimmy Garoppolo,1,20,26,77%,200,7.7,148,5.7,9,2,0,0,0,2.5,0,1,1,6,2,0,5,108
13,Baker Mayfield,1,21,34,62%,173,5.1,113,3.3,6,1,0,0,0,2.2,1,1,4,19,5,1,4,94
14,Derek Carr,1,23,33,70%,305,9.2,215,6.5,10,5,2,2,0,2.5,4,3,1,8,6,0,7,96
15,Justin Fields,1,24,37,65%,216,5.8,94,2.5,9,2,0,0,0,2.7,4,1,4,14,6,2,5,78
16,Russell Wilson,1,27,34,79%,177,5.2,118,3.5,7,2,0,0,0,2.7,2,0,2,10,4,0,7,108
17,Matthew Stafford,1,24,38,63%,334,8.7,231,6.1,18,6,2,1,0,2.5,0,2,1,12,11,2,4,91
18,Jared Goff,1,22,35,63%,253,7.2,152,4.3,10,4,1,0,0,2.3,1,3,0,12,4,3,2,94
19,Jalen Hurts,1,22,33,67%,170,5.2,114,3.5,5,1,0,0,0,2.4,3,1,8,15,4,2,1,89
20,Josh Allen,1,29,41,71%,236,5.8,132,3.2,8,1,0,0,0,2.2,5,4,2,11,7,0,2,63
21,Kenny Pickett,1,31,46,67%,232,5.0,147,3.2,7,2,1,0,0,2.5,5,5,14,7,10,1,11,68
22,C.J. Stroud,1,28,44,64%,242,5.5,139,3.2,11,1,0,0,0,2.1,5,5,4,14,10,2,1,78
23,Bryce Young,1,20,38,53%,146,3.8,77,2.0,6,0,0,0,0,2.8,2,4,8,7,8,0,1,49
24,Zach Wilson,1,14,21,67%,140,6.7,66,3.1,6,3,0,0,0,2.7,2,3,3,3,3,0,2,81
25,Geno Smith,1,16,26,62%,112,4.3,64,2.5,5,1,0,0,0,2.4,2,3,3,8,5,2,3,84
26,Desmond Ridder,1,15,18,83%,115,6.4,75,4.2,7,1,1,0,0,2.4,4,1,1,5,2,1,2,112
27,Lamar Jackson,1,17,22,77%,169,7.7,104,4.7,7,3,0,0,0,2.1,4,4,1,9,2,1,5,80
28,Daniel Jones,1,15,28,54%,104,3.6,50,1.8,2,2,0,0,0,2.2,7,6,3,9,4,3,1,32
29,Dak Prescott,1,13,24,54%,143,6.0,77,3.2,4,1,1,1,0,1.9,0,3,1,7,3,4,9,72
30,Ryan Tannehill,1,16,34,47%,198,5.8,86,2.5,9,3,1,1,0,2.7,3,5,0,13,3,3,6,29
31,Joe Burrow,1,14,31,45%,82,2.6,41,1.3,3,0,0,0,0,2.1,2,7,0,13,10,3,0,52
32,Joshua Dobbs,1,21,30,70%,132,4.4,100,3.3,6,1,1,0,0,2.5,3,1,1,9,1,0,5,79
33,Tyrod Taylor,1,2,2,100%,6,3.0,0,0.0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,79
34,Cooper Rush,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,1.2,0,0,0,1,1,0,0,40
35,Aaron Rodgers,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,3.2,1,1,1,0,0,0,0,40
36,Clayton Tune,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Sean Clifford,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Gardner Minshew II,1,0,2,0%,0,0.0,0,0.0,0,0,0,0,0,3.3,0,0,1,2,1,0,2,40
39,Jake Browning,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.0,0,1,0,1,0,0,0,40
40,Sam Darnold,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Kyle Trask,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Kyler Murray,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Davis Mills,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Carson Wentz,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Trevor Siemian,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Sam Ehlinger,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Skylar Thompson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Will Levis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Andy Dalton,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
62,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
64,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
65,Dorian Thompson-Robinson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
66,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
67,Aidan O'Connell,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
68,Bailey Zappe,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
69,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
70,Jaren Hall,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
71,Malik Willis,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
72,Tyson Bagent,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
73,Brian Hoyer,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
74,Malik Cunningham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
75,Tommy DeVito,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
76,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
