,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Deshaun Watson,1,28,37,76%,335,9.1,230,6.2,12,4,2,1,1,2.5,2,3,3,9,5,1,6,139
2,Matt Ryan,1,30,40,75%,371,9.3,206,5.2,12,6,3,1,0,2.4,2,2,1,10,7,0,4,137
3,Ryan Tannehill,1,30,41,73%,366,8.9,214,5.2,13,5,2,2,1,2.5,2,4,4,14,3,2,7,123
4,Carson Wentz,1,21,40,53%,213,5.3,175,4.4,9,1,1,1,1,2.9,6,11,4,25,10,5,10,85
5,Kyler Murray,1,9,24,38%,188,7.8,77,3.2,4,2,2,2,2,2.3,1,0,5,4,9,1,4,94
6,Lamar Jackson,1,16,27,59%,186,6.9,108,4.0,9,2,1,0,0,2.5,3,1,4,3,3,3,1,93
7,Kirk Cousins,1,24,36,67%,343,9.5,213,5.9,13,4,4,1,0,2.7,1,5,2,10,6,0,7,90
8,Philip Rivers,1,29,44,66%,371,8.4,213,4.8,18,7,1,1,1,2.5,1,0,4,10,8,1,6,105
9,Jimmy Garoppolo,1,23,33,70%,268,8.1,93,2.8,10,3,2,1,0,2.2,0,2,1,8,5,3,3,124
10,Patrick Mahomes II,1,21,26,81%,225,8.7,140,5.4,9,4,1,0,0,2.6,1,3,1,0,1,3,3,128
11,Cam Newton,1,17,25,68%,157,6.3,86,3.4,9,0,0,0,0,2.7,4,4,1,14,6,0,0,52
12,Gardner Minshew II,1,25,44,57%,243,5.5,162,3.7,7,3,2,1,1,2.6,1,2,11,8,11,3,8,71
13,Ryan Fitzpatrick,1,18,27,67%,191,7.1,92,3.4,7,2,2,1,0,2.1,2,1,0,7,5,2,5,93
14,Joe Burrow,1,25,39,64%,313,8.0,196,5.0,13,4,1,1,1,2.6,2,0,1,5,2,3,2,78
15,Nick Foles,1,23,39,59%,198,5.1,129,3.3,8,1,0,0,0,2.3,0,4,6,9,5,2,5,70
16,Kyle Allen,1,31,42,74%,280,6.7,162,3.9,12,3,0,0,0,2.8,3,4,4,11,5,0,4,97
17,Josh Allen,1,14,27,52%,122,4.5,80,3.0,5,1,0,0,0,2.8,0,5,6,14,6,2,2,73
