,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
18,Jared Goff,1,19,38,50%,198,5.2,146,3.8,6,2,2,1,0,2.7,0,2,1,8,10,3,4,72
19,Daniel Jones,1,12,19,63%,112,5.9,81,4.3,5,2,0,0,0,2.6,1,3,4,8,2,0,2,75
20,Tom Brady,1,17,27,63%,166,6.1,107,4.0,6,2,1,0,0,2.4,0,4,0,12,6,3,6,105
21,Matthew Stafford,1,19,31,61%,223,7.2,141,4.5,9,2,2,1,0,2.2,0,3,9,12,5,2,8,80
22,Andy Dalton,1,34,54,63%,266,4.9,142,2.6,10,2,0,0,0,2.4,3,5,2,22,7,5,9,66
23,Teddy Bridgewater,1,16,29,55%,216,7.4,145,5.0,9,4,2,0,0,2.6,4,1,5,4,4,4,3,50
24,Ben Roethlisberger,1,14,22,64%,162,7.4,111,5.0,4,4,1,0,0,2.1,2,0,1,7,2,1,2,101
25,Baker Mayfield,1,10,18,56%,119,6.6,67,3.7,6,1,1,0,0,3.2,4,2,3,9,4,1,2,55
26,Joe Flacco,1,21,44,48%,186,4.2,94,2.1,6,2,0,0,0,2.2,3,7,2,26,9,2,4,50
27,Aaron Rodgers,1,16,35,46%,160,4.6,86,2.5,8,1,0,0,0,2.8,4,7,1,18,6,4,0,35
28,Drew Lock,1,10,24,42%,189,7.9,139,5.8,7,3,2,1,0,2.9,2,0,1,16,10,1,3,35
29,Jalen Hurts,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
30,Case Keenum,1,5,10,50%,46,4.6,28,2.8,2,1,0,0,0,2.2,0,2,0,2,3,0,0,63
31,Tua Tagovailoa,1,2,2,100%,9,4.5,9,4.5,0,0,0,0,0,2.3,0,0,0,2,0,0,0,85
32,Blaine Gabbert,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,1,0,1,0,40
33,Mason Rudolph,1,1,1,100%,6,6.0,0,0.0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,92
34,Taysom Hill,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Justin Herbert,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Derek Carr,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Dak Prescott,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Tim Boyle,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,2.6,1,0,0,0,0,0,0,0
53,John Lovett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Russell Wilson,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Sam Darnold,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Ben DiNucci,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
