,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
23,Mike Glennon,1,28,42,67%,280,6.7,207,4.9,8,5,1,0,0,2.4,2,3,3,9,9,0,2,74
24,Mitchell Trubisky,1,26,34,76%,267,7.9,131,3.9,14,2,0,0,0,2.0,2,1,0,11,4,2,3,108
25,Drew Lock,1,15,28,54%,151,5.4,88,3.1,6,2,1,0,0,2.7,0,4,2,13,8,1,4,63
26,Matt Ryan,1,19,39,49%,273,7.0,219,5.6,12,6,2,0,0,2.8,3,5,2,9,10,1,5,80
27,Jalen Hurts,1,5,12,42%,109,9.1,96,8.0,4,3,2,0,0,2.8,3,1,1,6,3,1,0,68
28,Brandon Allen,1,11,19,58%,153,8.1,41,2.2,4,1,1,1,1,2.2,5,3,0,9,5,1,0,80
29,Colt McCoy,1,13,22,59%,105,4.8,80,3.6,4,1,0,0,0,2.5,2,2,2,11,4,2,3,67
30,Justin Herbert,1,26,53,49%,209,3.9,113,2.1,8,3,0,0,0,2.5,3,8,14,5,17,1,0,44
31,Jarrett Stidham,1,2,3,67%,61,20.3,18,6.0,2,2,1,0,0,2.8,0,1,0,1,1,0,0,149
32,Carson Wentz,1,6,15,40%,79,5.3,57,3.8,3,1,1,1,0,2.9,4,2,3,4,6,0,0,57
33,Ryan Finley,1,6,7,86%,40,5.7,10,1.4,1,1,0,0,0,1.9,1,2,1,2,0,0,1,51
34,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Dak Prescott,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Gardner Minshew II,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Joe Burrow,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Jimmy Garoppolo,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Daniel Jones,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
