,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Dak Prescott,1,34,47,72%,450,9.6,267,5.7,19,7,3,1,1,2.4,1,4,5,10,7,1,6,109
2,Cam Newton,1,30,44,68%,397,9.0,298,6.8,19,4,2,1,0,2.6,1,4,7,18,11,1,6,95
3,Josh Allen,1,24,35,69%,415,11.9,281,8.0,14,9,4,3,0,2.3,1,2,2,19,7,2,5,147
4,Russell Wilson,1,21,28,75%,288,10.3,165,5.9,8,3,2,1,1,2.7,2,5,4,11,3,1,3,132
5,Kyler Murray,1,26,38,68%,286,7.5,195,5.1,9,4,2,2,1,2.7,3,0,7,7,5,1,3,88
6,Matt Ryan,1,24,36,67%,273,7.6,176,4.9,12,5,1,1,0,2.7,1,3,6,7,4,2,6,126
7,Patrick Mahomes II,1,27,47,57%,302,6.4,193,4.1,14,3,1,1,1,2.4,1,7,9,2,10,1,1,91
8,Ryan Tannehill,1,18,24,75%,239,10.0,155,6.5,10,1,1,1,1,2.6,1,3,3,5,1,1,4,146
9,Gardner Minshew II,1,30,45,67%,339,7.5,257,5.7,14,3,1,1,0,2.4,2,3,3,16,6,2,11,93
10,Joe Burrow,1,37,61,61%,316,5.2,200,3.3,13,1,0,0,0,2.3,3,4,6,16,12,3,12,91
11,Ryan Fitzpatrick,1,31,47,66%,328,7.0,231,4.9,17,4,0,0,0,1.8,3,7,3,20,5,2,6,100
12,Jared Goff,1,20,27,74%,267,9.9,167,6.2,13,6,0,0,0,2.6,1,3,3,6,6,0,4,142
13,Justin Herbert,1,22,33,67%,311,9.4,151,4.6,15,5,1,0,0,2.5,2,5,2,13,7,0,1,94
14,Derek Carr,1,28,38,74%,284,7.5,148,3.9,12,3,1,0,0,2.3,3,1,3,17,5,0,6,121
15,Jeff Driskel,1,18,34,53%,256,7.5,204,6.0,12,4,1,1,0,2.5,6,11,4,27,8,2,4,85
16,Ben Roethlisberger,1,29,41,71%,311,7.6,167,4.1,10,3,1,1,1,2.3,1,2,6,9,3,4,1,99
17,Aaron Rodgers,1,18,30,60%,240,8.0,144,4.8,11,4,2,1,0,2.5,1,2,0,8,5,4,6,108
18,Lamar Jackson,1,18,24,75%,204,8.5,108,4.5,10,3,0,0,0,2.8,4,1,3,10,3,0,4,114
19,Matthew Stafford,1,20,33,61%,244,7.4,113,3.4,9,3,1,0,0,2.3,4,2,4,11,6,3,3,91
20,Baker Mayfield,1,16,23,70%,219,9.5,146,6.3,9,3,1,1,0,3.1,0,0,3,14,4,0,4,111
21,Deshaun Watson,1,25,36,69%,275,7.6,172,4.8,12,3,1,0,0,2.3,4,7,6,18,6,0,3,90
22,Drew Brees,1,26,38,68%,312,8.2,123,3.2,13,3,0,0,0,2.4,0,7,0,9,6,2,4,91
23,Mitchell Trubisky,1,18,28,64%,190,6.8,131,4.7,9,1,0,0,0,2.7,4,1,1,8,4,1,3,78
24,Carson Wentz,1,26,43,60%,242,5.6,139,3.2,10,2,0,0,0,2.5,0,3,2,6,5,4,3,57
25,Jimmy Garoppolo,1,14,16,88%,131,8.2,58,3.6,6,0,0,0,0,2.2,1,5,2,7,0,1,4,140
26,Sam Darnold,1,21,32,66%,179,5.6,103,3.2,5,2,1,0,0,2.1,1,5,3,11,4,3,2,91
27,Philip Rivers,1,19,25,76%,214,8.6,130,5.2,8,4,1,0,0,2.2,2,1,3,3,3,1,4,98
28,Dwayne Haskins,1,19,33,58%,223,6.8,94,2.8,10,4,1,0,0,2.3,4,5,2,12,8,3,3,88
29,Teddy Bridgewater,1,33,42,79%,367,8.7,235,5.6,17,3,2,0,0,2.3,5,2,3,14,5,0,6,83
30,Tom Brady,1,23,35,66%,217,6.2,140,4.0,6,3,2,1,1,2.3,0,1,0,4,3,8,4,80
31,Daniel Jones,1,25,40,63%,241,6.0,172,4.3,12,3,0,0,0,2.6,4,1,1,14,4,2,10,69
32,Nick Mullens,1,8,11,73%,71,6.5,38,3.5,4,1,0,0,0,2.1,2,4,0,3,2,0,0,52
33,Kirk Cousins,1,11,26,42%,113,4.3,92,3.5,5,2,0,0,0,2.8,3,3,4,5,5,1,2,16
34,Taysom Hill,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
35,Tim Boyle,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Drew Lock,1,1,5,20%,20,4.0,20,4.0,1,1,0,0,0,2.9,1,0,3,4,3,0,0,44
37,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Joe Flacco,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,John Lovett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Chris Streveler,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Jalen Hurts,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Andy Dalton,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,2.8,0,0,1,1,0,0,1,40
55,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Kyle Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
