,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
18,Lamar Jackson,1,19,37,51%,180,4.9,100,2.7,6,1,1,0,0,2.4,1,5,5,13,10,0,3,72
19,Tom Brady,1,25,41,61%,253,6.2,163,4.0,11,3,1,0,0,2.5,3,4,2,7,9,1,3,87
20,Joe Flacco,1,18,33,55%,195,5.9,105,3.2,8,1,1,1,1,2.5,2,3,11,12,9,2,4,82
21,Dak Prescott,1,14,21,67%,166,7.9,102,4.9,8,3,0,0,0,2.3,1,1,2,6,4,2,3,71
22,Nick Foles,1,30,42,71%,243,5.8,171,4.1,9,2,0,0,0,2.1,3,4,2,17,4,0,2,84
23,Kyle Allen,1,9,13,69%,74,5.7,23,1.8,3,0,0,0,0,2.2,2,1,1,6,0,1,0,84
24,Daniel Jones,1,20,33,61%,222,6.7,128,3.9,11,2,1,0,0,3.0,2,6,8,13,5,2,4,81
25,Matt Ryan,1,21,37,57%,226,6.1,155,4.2,8,4,0,0,0,2.7,2,2,6,7,6,3,3,64
26,Philip Rivers,1,21,33,64%,243,7.4,158,4.8,12,2,2,0,0,2.6,1,4,2,4,8,0,7,61
27,Taysom Hill,1,0,1,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,40
28,C.J. Beathard,1,9,18,50%,94,5.2,39,2.2,4,0,0,0,0,2.5,2,3,0,8,8,1,2,84
29,Joe Burrow,1,19,30,63%,183,6.1,121,4.0,9,1,0,0,0,2.3,7,8,4,21,9,0,0,66
30,Andy Dalton,1,9,11,82%,111,10.1,90,8.2,5,1,1,0,0,2.5,1,0,1,2,0,0,0,109
31,Alex Smith,1,9,17,53%,37,2.2,14,0.8,1,0,0,0,0,2.3,6,0,4,7,4,0,0,59
32,Jimmy Garoppolo,1,7,17,41%,77,4.5,46,2.7,5,1,0,0,0,2.4,3,0,1,8,3,1,0,16
33,Matt Barkley,1,3,5,60%,22,4.4,20,4.0,1,0,0,0,0,2.5,0,0,0,0,0,1,0,70
34,Jalen Hurts,1,1,1,100%,18,18.0,13,13.0,1,0,0,0,0,1.8,0,0,0,0,0,0,0,119
35,Robert Griffin III,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Tim Boyle,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
40,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
41,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Taylor Heinicke,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
43,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
44,Sam Darnold,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
45,Tyrod Taylor,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
46,Jacoby Brissett,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
47,Easton Stick,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Nathan Peterman,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
49,Jameis Winston,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
50,Brett Rypien,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
51,Mitchell Trubisky,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
52,Aaron Rodgers,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
53,Drew Lock,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
54,Nick Mullens,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
55,Jeff Driskel,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
56,Jarrett Stidham,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
57,Mason Rudolph,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
58,Case Keenum,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
59,Tua Tagovailoa,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
60,Matthew Stafford,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
61,Marcus Mariota,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
