,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Kyler Murray,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Josh Allen,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Patrick Mahomes II,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Aaron Rodgers,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Russell Wilson,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Deshaun Watson,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Lamar Jackson,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Justin Herbert,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Kirk Cousins,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Derek Carr,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Jared Goff,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Matthew Stafford,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Baker Mayfield,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Carson Wentz,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Joe Burrow,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Daniel Jones,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Drew Lock,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Gardner Minshew II,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Mitchell Trubisky,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Taysom Hill,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Dak Prescott,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Sam Darnold,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Andy Dalton,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Nick Mullens,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Tua Tagovailoa,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Jalen Hurts,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Jimmy Garoppolo,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Joe Flacco,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Brandon Allen,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Kyle Allen,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Jeff Driskel,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Marcus Mariota,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Jacoby Brissett,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Jarrett Stidham,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Brett Rypien,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Taylor Heinicke,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Tyrod Taylor,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Jameis Winston,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Tyler Huntley,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Nathan Peterman,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Case Keenum,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Logan Woodside,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Geno Smith,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Mike White,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Joshua Dobbs,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Easton Stick,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Mason Rudolph,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Tim Boyle,0,0,0,%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
