,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Lamar Jackson,1,11,17,65%,163,9.6,101,5.9,6,2,2,1,0,2.4,4,0,0,4,3,2,0,116
2,Baker Mayfield,1,28,47,60%,343,7.3,231,4.9,15,6,2,0,0,2.4,0,4,3,22,9,2,4,88
3,Aaron Rodgers,1,26,33,79%,290,8.8,144,4.4,12,3,1,1,1,2.7,0,1,0,4,1,0,4,134
4,Tua Tagovailoa,1,28,48,58%,316,6.6,214,4.5,17,3,0,0,0,2.3,4,3,2,17,8,2,4,83
5,Derek Carr,1,31,45,69%,316,7.0,169,3.8,9,4,2,1,0,2.5,0,2,6,4,5,4,9,85
6,Drew Lock,1,21,27,78%,280,10.4,154,5.7,9,6,4,1,0,2.5,1,4,3,17,4,0,3,150
7,Mitchell Trubisky,1,24,33,73%,267,8.1,97,2.9,13,2,1,0,0,2.3,3,1,3,12,4,2,6,127
8,Russell Wilson,1,21,27,78%,206,7.6,122,4.5,9,1,0,0,0,2.4,0,0,3,6,3,2,6,123
9,Patrick Mahomes II,1,24,34,71%,393,11.6,199,5.9,15,8,3,1,0,2.4,3,3,2,11,5,2,2,92
10,Teddy Bridgewater,1,30,40,75%,283,7.1,140,3.5,12,4,1,0,0,2.5,4,2,5,9,5,2,7,94
11,Taysom Hill,1,28,38,0%,291,7.7,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,102
12,Josh Allen,1,24,43,56%,238,5.5,118,2.7,9,2,0,0,0,2.5,1,5,8,27,11,2,7,78
13,Jalen Hurts,1,17,30,57%,167,5.6,67,2.2,6,1,1,0,0,2.5,0,3,3,12,6,0,1,84
14,Kyler Murray,1,24,35,69%,244,7.0,132,3.8,10,3,1,1,0,2.8,1,2,4,7,6,0,6,98
15,Philip Rivers,1,19,28,68%,244,8.7,156,5.6,8,5,1,1,0,2.3,0,1,2,6,3,0,6,119
16,Kirk Cousins,1,24,37,65%,225,6.1,124,3.4,9,1,0,0,0,2.4,6,7,8,14,7,2,4,91
17,Justin Herbert,1,36,44,82%,243,5.5,132,3.0,9,1,0,0,0,2.2,1,2,7,13,6,0,8,95
18,Deshaun Watson,1,21,30,70%,219,7.3,112,3.7,9,1,1,1,0,2.9,6,3,5,9,3,2,4,102
19,Ryan Tannehill,1,19,24,79%,212,8.8,154,6.4,10,1,1,0,0,2.3,1,0,0,6,1,1,3,131
20,Tom Brady,1,15,23,65%,196,8.5,145,6.3,7,3,1,1,0,2.2,0,3,1,7,4,1,1,121
21,Jared Goff,1,16,25,64%,137,5.5,67,2.7,4,2,0,0,0,2.5,1,2,4,5,5,3,3,75
22,Ben Roethlisberger,1,21,37,57%,187,5.1,85,2.3,7,1,0,0,0,2.3,1,4,6,14,5,4,4,66
23,Andy Dalton,1,16,23,70%,185,8.0,120,5.2,10,2,1,0,0,2.4,2,2,0,10,1,1,6,123
24,Matthew Stafford,1,24,34,71%,244,7.2,129,3.8,13,2,0,0,0,2.6,4,1,0,13,4,1,6,101
25,Brandon Allen,1,27,36,75%,217,6.0,96,2.7,9,1,0,0,0,2.2,0,2,2,2,5,2,6,99
26,Nick Mullens,1,25,45,56%,260,5.8,153,3.4,14,1,0,0,0,2.4,4,7,7,23,5,4,2,71
27,Gardner Minshew II,1,18,31,58%,178,5.7,82,2.6,10,2,0,0,0,2.6,0,1,4,6,8,1,9,85
28,Matt Ryan,1,21,32,66%,224,7.0,124,3.9,7,3,2,0,0,2.4,2,3,3,4,2,3,3,57
29,Sam Darnold,1,14,26,54%,132,5.1,97,3.7,4,1,1,0,0,2.7,3,2,2,10,4,1,3,68
30,Cam Newton,1,9,16,56%,119,7.4,92,5.8,4,3,2,0,0,2.8,4,1,1,8,4,2,2,54
31,Daniel Jones,1,11,21,52%,127,6.0,113,5.4,5,2,1,0,0,2.9,6,3,3,8,5,0,0,71
32,Mike Glennon,1,13,23,57%,85,3.7,50,2.2,2,1,0,0,0,2.2,0,0,1,2,2,1,0,47
33,Logan Woodside,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
34,Jarrett Stidham,1,5,7,71%,27,3.9,15,2.1,0,0,0,0,0,2.4,2,2,0,2,1,0,1,78
35,Alex Smith,1,8,19,42%,57,3.0,31,1.6,2,0,0,0,0,2.4,1,2,5,4,8,0,3,28
36,Chase Daniel,1,3,6,50%,29,4.8,26,4.3,1,1,0,0,0,2.3,0,1,0,1,1,1,3,64
37,Geno Smith,1,4,5,80%,33,6.6,20,4.0,2,0,0,0,0,2.2,1,0,0,4,1,0,1,94
38,Dwayne Haskins,1,7,12,58%,51,4.3,26,2.2,2,0,0,0,0,2.4,1,0,2,4,4,0,1,68
39,Trace McSorley,1,1,4,25%,13,3.3,13,3.3,1,0,0,0,0,2.4,0,0,0,0,0,1,0,41
40,Ryan Finley,1,1,2,50%,5,2.5,5,2.5,0,0,0,0,0,2.4,2,0,0,0,1,0,0,56
41,Jacoby Brissett,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
42,Colt McCoy,1,2,3,67%,18,6.0,5,1.7,1,0,0,0,0,2.7,2,0,0,0,0,1,0,83
43,Joshua Dobbs,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
