,,GAMES,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,DEEP BALL PASSING,PRESSURE,PRESSURE,PRESSURE,PRESSURE,PRESSURE,MISC,MISC,MISC,MISC
RANK,PLAYER,G,COMP,ATT,PCT,YDS,Y/A,AIR,AIR/A,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,PKT TIME,SACK,KNCK,HRRY,BLITZ,POOR,DROP,RZ ATT,RTG
1,Patrick Mahomes II,1,31,42,74%,416,9.9,244,5.8,17,6,3,1,0,2.3,0,3,1,16,7,2,2,144
2,Russell Wilson,1,27,37,73%,261,7.1,152,4.1,8,2,2,1,0,2.2,2,1,5,18,6,1,10,128
3,Matthew Stafford,1,24,42,57%,336,8.0,205,4.9,15,4,1,1,1,2.5,5,3,10,20,11,2,6,97
4,Justin Herbert,1,29,43,67%,278,6.5,183,4.3,9,4,2,0,0,2.4,2,2,15,14,5,2,5,89
5,Aaron Rodgers,1,27,41,66%,291,7.1,175,4.3,10,3,1,1,0,2.8,1,1,3,10,6,2,5,111
6,Philip Rivers,1,23,33,70%,262,7.9,132,4.0,11,5,0,0,0,2.3,2,1,1,8,5,4,3,124
7,Drew Lock,1,26,41,63%,248,6.0,142,3.5,8,2,2,2,0,2.7,2,4,5,3,7,0,5,94
8,Drew Brees,1,31,41,76%,280,6.8,140,3.4,12,2,1,1,0,2.2,1,2,3,9,5,2,5,110
9,Tom Brady,1,28,40,70%,279,7.0,197,4.9,10,3,0,0,0,2.8,2,2,3,9,6,0,3,106
10,Matt Ryan,1,21,30,70%,281,9.4,194,6.5,12,5,0,0,0,2.5,2,3,1,10,2,2,6,86
11,Joe Burrow,1,26,37,70%,249,6.7,170,4.6,11,2,0,0,0,2.5,0,2,3,17,4,1,5,107
12,Cam Newton,1,15,25,60%,174,7.0,89,3.6,6,2,0,0,0,2.7,2,3,2,11,6,2,2,81
13,Ryan Tannehill,1,18,30,60%,233,7.8,157,5.2,12,4,0,0,0,2.5,1,2,1,13,5,1,5,93
14,Daniel Jones,1,25,41,61%,256,6.2,157,3.8,14,2,1,0,0,2.5,3,7,6,21,11,0,9,75
15,Nick Foles,1,28,41,68%,272,6.6,221,5.4,9,3,1,1,1,2.3,5,2,1,15,7,4,4,93
16,Nick Mullens,1,18,25,72%,238,9.5,152,6.1,10,4,1,0,0,2.1,0,4,0,14,3,0,6,128
17,Lamar Jackson,1,13,28,46%,208,7.4,131,4.7,8,4,3,0,0,2.6,4,0,3,11,9,1,4,66
18,Ben Roethlisberger,1,21,32,66%,182,5.7,99,3.1,7,1,0,0,0,2.2,2,0,0,12,6,2,5,101
19,Josh Allen,1,11,18,61%,154,8.6,74,4.1,7,3,1,1,0,2.9,1,4,2,12,3,1,2,66
20,Teddy Bridgewater,1,15,23,65%,176,7.7,111,4.8,6,4,1,1,0,2.3,3,3,1,9,3,1,0,85
21,Derek Carr,1,15,24,63%,111,4.6,57,2.4,4,0,0,0,0,2.4,2,0,2,3,3,2,7,87
22,Taysom Hill,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
23,Jared Goff,1,35,61,57%,355,5.8,176,2.9,15,2,0,0,0,2.3,2,7,1,30,7,4,5,66
24,Carson Wentz,1,15,27,56%,123,4.6,94,3.5,3,1,1,0,0,3.0,4,2,3,9,4,2,3,61
25,Kirk Cousins,1,11,14,79%,160,11.4,42,3.0,7,1,1,1,1,2.1,1,0,2,10,2,1,0,138
26,Baker Mayfield,1,12,25,48%,122,4.9,66,2.6,5,1,0,0,0,2.8,0,1,3,4,5,6,3,62
27,Sam Darnold,1,18,30,60%,133,4.4,78,2.6,6,1,0,0,0,2.2,1,4,0,15,6,2,0,71
28,Tua Tagovailoa,1,12,22,55%,93,4.2,50,2.3,3,0,0,0,0,2.1,1,1,0,8,4,3,2,80
29,Ben DiNucci,1,21,40,53%,180,4.5,78,2.0,9,0,0,0,0,2.7,4,3,8,14,12,2,3,65
30,Jimmy Garoppolo,1,11,16,69%,84,5.3,65,4.1,4,0,0,0,0,2.2,3,1,2,10,2,1,2,55
31,Chad Henne,1,3,4,75%,17,4.3,12,3.0,1,0,0,0,0,1.7,0,0,1,2,0,1,0,82
32,Jalen Hurts,1,1,1,100%,9,9.0,6,6.0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,104
33,Mitchell Trubisky,1,0,0,0%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
34,P.J. Walker,1,1,4,25%,3,0.8,0,0.0,0,0,0,0,0,1.8,0,0,1,1,3,0,0,40
35,Mike White,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
36,Logan Woodside,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
37,Brandon Allen,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
38,Geno Smith,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
39,Tyler Huntley,0,0,0,%,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
