,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Travis Kelce,1,12,179.0,14.9,106.0,8.8,130.0,10.8,73,6.1,0,0.0,0,13,32.5%,12,0,1,7,2,1,1,1
2,Mark Andrews,1,4,63.0,15.8,30.0,7.5,39.0,9.8,33,8.3,7,1.8,0,6,21.4%,4,0,3,3,2,0,0,0
3,Darren Waller,1,7,98.0,14.0,67.0,9.6,76.0,10.9,31,4.4,2,0.3,0,8,29.6%,7,0,1,5,1,0,0,0
4,Dallas Goedert,1,5,77.0,15.4,22.0,4.4,22.0,4.4,55,11.0,0,0.0,0,5,16.7%,5,0,1,4,2,0,0,0
5,Taysom Hill,1,4,50.0,12.5,37.0,9.3,43.0,10.8,13,3.3,5,1.3,0,5,9.4%,4,0,1,2,0,0,0,0
6,Gerald Everett,1,3,26.0,8.7,15.0,5.0,23.0,7.7,11,3.7,0,0.0,0,4,13.3%,3,0,2,1,0,0,0,0
7,T.J. Hockenson,1,11,86.0,7.8,50.0,4.5,52.0,4.7,36,3.3,12,1.1,0,12,27.9%,11,0,0,4,1,0,0,0
8,George Kittle,1,5,78.0,15.6,55.0,11.0,86.0,17.2,23,4.6,6,1.2,0,7,24.1%,5,0,0,4,1,0,0,0
9,Dalton Kincaid,1,8,75.0,9.4,37.0,4.6,37.0,4.6,38,4.8,12,1.5,0,8,20.5%,8,0,1,3,0,0,0,0
10,Mike Gesicki,1,2,5.0,2.5,3.0,1.5,3.0,1.5,2,1.0,0,0.0,0,2,6.7%,2,0,1,0,0,0,0,0
11,David Njoku,1,5,54.0,10.8,12.0,2.4,23.0,4.6,42,8.4,17,3.4,1,9,25.7%,6,1,2,2,1,0,0,0
12,Sam LaPorta,1,6,52.0,8.7,39.0,6.5,51.0,8.5,13,2.2,7,1.2,1,7,14.3%,6,0,0,2,0,0,0,0
13,Pharaoh Brown,1,2,51.0,25.5,19.0,9.5,19.0,9.5,32,16.0,10,5.0,0,2,6.7%,2,0,0,2,2,0,0,0
14,Logan Thomas,1,4,51.0,12.8,17.0,4.3,43.0,10.8,34,8.5,12,3.0,0,6,16.7%,4,0,0,3,0,0,0,0
15,Kyle Pitts,1,3,47.0,15.7,25.0,8.3,46.0,15.3,22,7.3,0,0.0,0,5,21.7%,3,0,0,1,1,1,0,0
16,Evan Engram,1,5,45.0,9.0,10.0,2.0,34.0,6.8,35,7.0,7,1.4,0,7,23.3%,5,0,0,2,1,0,0,0
17,Cade Otton,1,5,43.0,8.6,27.0,5.4,42.0,8.4,16,3.2,5,1.0,0,6,14.6%,5,0,0,2,0,0,0,0
18,Foster Moreau,1,3,33.0,11.0,18.0,6.0,24.0,8.0,15,5.0,5,1.7,0,4,7.5%,4,1,1,2,0,0,0,0
19,Luke Musgrave,1,4,30.0,7.5,14.0,3.5,18.0,4.5,16,4.0,1,0.3,0,5,15.6%,4,0,0,1,0,0,0,0
20,Dawson Knox,1,1,10.0,10.0,2.0,2.0,31.0,31.0,8,8.0,2,2.0,0,3,7.7%,1,0,0,1,0,0,0,0
21,Trey McBride,1,3,29.0,9.7,2.0,0.7,26.0,8.7,27,9.0,2,0.7,0,6,18.2%,3,0,0,1,0,0,0,0
22,Hunter Henry,1,2,27.0,13.5,26.0,13.0,29.0,14.5,1,0.5,12,6.0,1,3,10.0%,2,0,0,2,0,0,0,0
23,Jonnu Smith,1,3,27.0,9.0,21.0,7.0,21.0,7.0,6,2.0,2,0.7,0,3,13.0%,3,0,1,1,0,0,0,0
24,Colby Parkinson,1,2,26.0,13.0,23.0,11.5,23.0,11.5,3,1.5,0,0.0,0,2,8.3%,2,0,1,1,1,0,0,0
25,Noah Fant,1,1,25.0,25.0,25.0,25.0,25.0,25.0,0,0.0,0,0.0,0,1,4.2%,1,0,0,1,1,0,0,0
26,Connor Heyward,1,2,23.0,11.5,11.0,5.5,25.0,12.5,12,6.0,2,1.0,0,3,13.0%,2,0,1,2,0,0,0,0
27,Zach Ertz,1,3,19.0,6.3,16.0,5.3,24.0,8.0,3,1.0,1,0.3,0,4,12.1%,4,1,0,0,0,0,0,0
28,Austin Hooper,1,2,18.0,9.0,4.0,2.0,4.0,2.0,14,7.0,0,0.0,0,2,4.4%,2,0,0,1,0,0,0,0
29,Marcedes Lewis,1,1,16.0,16.0,5.0,5.0,5.0,5.0,11,11.0,0,0.0,0,1,3.4%,1,0,1,1,0,0,0,0
30,Michael Mayer,1,2,13.0,6.5,7.0,3.5,27.0,13.5,6,3.0,0,0.0,0,4,8.9%,2,0,0,1,0,0,0,0
31,Ross Dwelley,1,1,12.0,12.0,0.0,0.0,0.0,0.0,12,12.0,5,5.0,0,1,3.4%,1,0,1,1,0,0,0,0
32,Donald Parham Jr.,1,1,9.0,9.0,7.0,7.0,29.0,29.0,2,2.0,0,0.0,0,3,10.0%,1,0,1,0,0,0,0,0
33,Noah Gray,1,1,8.0,8.0,7.0,7.0,7.0,7.0,1,1.0,0,0.0,0,1,2.5%,1,0,0,0,0,0,0,0
34,Geoff Swaim,1,1,8.0,8.0,5.0,5.0,5.0,5.0,3,3.0,2,2.0,0,1,3.0%,1,0,0,0,0,0,0,0
35,Tyler Higbee,1,1,7.0,7.0,4.0,4.0,24.0,24.0,3,3.0,1,1.0,0,3,11.1%,2,1,0,0,0,0,0,0
36,Josh Oliver,1,2,6.0,3.0,2.0,1.0,2.0,1.0,4,2.0,0,0.0,0,2,4.7%,2,0,0,0,0,0,0,0
37,Brycen Hopkins,1,1,5.0,5.0,1.0,1.0,1.0,1.0,4,4.0,1,1.0,0,1,3.7%,1,0,0,0,0,0,0,0
38,Adam Trautman,1,1,5.0,5.0,1.0,1.0,34.0,34.0,4,4.0,1,1.0,0,2,8.3%,1,0,0,0,0,0,0,0
39,Stone Smartt,1,1,5.0,5.0,4.0,4.0,4.0,4.0,1,1.0,0,0.0,0,1,3.3%,1,0,0,0,0,0,0,0
40,Jesper Horsted,1,1,4.0,4.0,2.0,2.0,2.0,2.0,2,2.0,0,0.0,0,1,2.2%,1,0,0,0,0,0,0,0
41,Nate Adkins,1,1,3.0,3.0,-3.0,-3.0,-3.0,-3.0,6,6.0,2,2.0,0,1,4.2%,1,0,0,0,0,0,0,0
42,Ben Sims,1,1,2.0,2.0,0.0,0.0,0.0,0.0,2,2.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
43,Brock Wright,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
