,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,T.J. Hockenson,1,7,66.0,9.4,32.0,4.6,55.0,7.9,34.0,4.9,6,0.9,1,8,18.6%,7,0,2,3,1,0,0,0
2,Hunter Henry,1,6,52.0,8.7,46.0,7.7,59.0,9.8,6.0,1.0,0,0.0,0,7,16.7%,6,0,1,1,0,0,0,0
3,Mark Andrews,1,5,45.0,9.0,25.0,5.0,42.0,8.4,20.0,4.0,8,1.6,0,8,24.2%,6,1,1,1,1,0,0,0
4,Travis Kelce,1,4,26.0,6.5,12.0,3.0,53.0,13.3,14.0,3.5,4,1.0,1,9,22.5%,6,1,3,0,0,0,0,0
5,Logan Thomas,1,2,22.0,11.0,20.0,10.0,21.0,10.5,2.0,1.0,0,0.0,0,3,8.8%,2,0,2,1,0,0,0,0
6,Taysom Hill,1,1,-1.0,-1.0,-5.0,-5.0,-8.0,-8.0,4.0,4.0,0,0.0,0,2,5.9%,1,0,0,0,0,0,0,0
7,Darren Waller,1,6,76.0,12.7,53.0,8.8,76.0,12.7,23.0,3.8,0,0.0,0,8,22.9%,6,0,2,4,1,0,0,0
8,Kylen Granson,1,3,16.0,5.3,1.0,0.3,10.0,3.3,15.0,5.0,3,1.0,0,4,12.9%,4,1,1,1,0,0,0,0
9,Jake Ferguson,1,3,11.0,3.7,-2.0,-0.7,1.0,0.3,13.0,4.3,0,0.0,0,4,10.8%,3,0,3,0,0,0,0,0
10,Dawson Knox,1,3,10.0,3.3,5.0,1.7,4.0,1.3,5.0,1.7,0,0.0,0,5,13.9%,4,1,3,0,0,0,0,0
11,Sam LaPorta,1,5,63.0,12.6,27.0,5.4,32.0,6.4,36.0,7.2,25,5.0,3,6,17.6%,5,0,1,4,1,0,0,0
12,Luke Schoonmaker,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0,1,2.7%,1,0,1,0,0,0,0,0
13,Evan Engram,1,6,57.0,9.5,3.0,0.5,28.0,4.7,54.0,9.0,20,3.3,1,8,19.5%,7,1,0,2,0,0,0,0
14,Noah Fant,1,4,56.0,14.0,43.0,10.8,43.0,10.8,13.0,3.3,0,0.0,0,4,10.8%,4,0,0,2,1,1,0,0
15,Zach Ertz,1,6,56.0,9.3,38.0,6.3,74.0,12.3,18.0,3.0,0,0.0,0,8,27.6%,6,0,0,2,0,0,0,0
