,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,George Kittle,1,8,89,11.1,30.0,3.8,52.0,6.5,59,7.4,8,1.0,0,9,36.0%,8,0,2,4,2,0,0,0
2,Stone Smartt,1,1,51,51.0,17.0,17.0,21.0,21.0,34,34.0,29,29.0,0,3,8.3%,2,1,1,1,1,1,1,1
3,Josh Oliver,1,4,47,11.8,29.0,7.3,29.0,7.3,18,4.5,6,1.5,0,4,13.8%,4,0,1,2,1,0,0,0
4,Dalton Schultz,1,2,32,16.0,30.0,15.0,35.0,17.5,2,1.0,0,0.0,0,3,7.9%,2,0,1,2,1,0,0,0
5,Travis Kelce,1,7,44,6.3,31.0,4.4,57.0,8.1,13,1.9,5,0.7,0,9,23.1%,8,1,2,1,0,0,0,0
6,Luke Schoonmaker,1,2,23,11.5,23.0,11.5,23.0,11.5,0,0.0,0,0.0,0,2,5.0%,2,0,1,1,0,0,0,0
7,Tommy Tremble,1,1,4,4.0,0.0,0.0,18.0,18.0,4,4.0,0,0.0,0,3,11.5%,1,0,1,0,0,0,0,0
8,Donald Parham Jr.,1,4,57,14.3,49.0,12.3,66.0,16.5,8,2.0,7,1.8,0,6,16.7%,5,1,1,4,1,0,0,0
9,David Njoku,1,7,56,8.0,22.0,3.1,55.0,7.9,34,4.9,6,0.9,0,15,36.6%,12,5,1,2,0,0,0,0
10,T.J. Hockenson,1,4,55,13.8,41.0,10.3,69.0,17.3,14,3.5,3,0.8,0,7,24.1%,4,0,0,3,1,0,0,0
11,Cade Otton,1,4,49,12.3,26.0,6.5,35.0,8.8,23,5.8,0,0.0,0,5,11.6%,5,1,2,1,1,0,0,0
12,Tanner Hudson,1,4,49,12.3,40.0,10.0,40.0,10.0,9,2.3,0,0.0,0,4,12.9%,4,0,0,2,1,0,0,0
13,Dalton Kincaid,1,6,46,7.7,24.0,4.0,45.0,7.5,22,3.7,5,0.8,0,7,24.1%,6,0,0,2,0,0,0,0
14,Michael Mayer,1,4,46,11.5,13.0,3.3,17.0,4.3,33,8.3,11,2.8,0,5,13.2%,4,0,0,2,0,0,0,0
15,Trey McBride,1,5,43,8.6,18.0,3.6,47.0,9.4,25,5.0,8,1.6,1,7,24.1%,5,0,0,2,0,0,0,0
16,Sam LaPorta,1,3,18,6.0,16.0,5.3,38.0,12.7,2,0.7,1,0.3,0,5,15.6%,3,0,0,0,0,0,0,0
17,Daniel Bellinger,1,3,38,12.7,26.0,8.7,26.0,8.7,12,4.0,4,1.3,0,3,11.5%,3,0,0,1,1,0,0,0
18,Logan Thomas,1,5,58,11.6,28.0,5.6,64.0,12.8,30,6.0,7,1.4,0,8,19.0%,5,0,1,1,1,0,0,0
19,Adam Trautman,1,2,33,16.5,26.0,13.0,26.0,13.0,7,3.5,6,3.0,0,2,6.3%,2,0,0,2,0,0,0,0
20,Jake Ferguson,1,3,32,10.7,21.0,7.0,12.0,4.0,11,3.7,0,0.0,0,5,12.5%,3,0,1,1,1,0,0,0
21,Tucker Kraft,1,2,32,16.0,6.0,3.0,6.0,3.0,26,13.0,18,9.0,0,2,5.3%,2,0,0,1,1,0,0,0
22,Evan Engram,1,4,29,7.3,24.0,6.0,75.0,18.8,5,1.3,0,0.0,0,6,19.4%,4,0,1,1,0,0,0,0
23,Luke Musgrave,1,4,28,7.0,13.0,3.3,32.0,8.0,15,3.8,3,0.8,0,6,15.8%,4,0,0,2,0,0,0,0
24,Jeremy Ruckert,1,3,25,8.3,23.0,7.7,32.0,10.7,2,0.7,1,0.3,0,4,14.3%,4,1,0,1,0,0,0,0
25,Mark Andrews,1,2,23,11.5,15.0,7.5,15.0,7.5,8,4.0,0,0.0,0,2,8.7%,2,0,1,1,0,0,0,0
26,Luke Farrell,1,2,21,10.5,5.0,2.5,5.0,2.5,16,8.0,0,0.0,0,2,6.5%,2,0,0,1,0,0,0,0
27,Stephen Sullivan,1,1,20,20.0,20.0,20.0,20.0,20.0,0,0.0,0,0.0,0,1,3.8%,1,0,0,1,1,0,0,0
28,Cole Kmet,1,3,20,6.7,8.0,2.7,0.0,0.0,12,4.0,14,4.7,2,4,18.2%,3,0,0,1,0,0,0,0
29,Drew Sample,1,2,19,9.5,9.0,4.5,9.0,4.5,10,5.0,0,0.0,0,2,6.5%,2,0,0,1,0,0,0,0
30,Tyler Conklin,1,2,18,9.0,11.0,5.5,17.0,8.5,7,3.5,2,1.0,0,3,10.7%,2,0,0,1,0,0,0,0
31,Tyler Higbee,1,1,17,17.0,8.0,8.0,11.0,11.0,9,9.0,0,0.0,0,3,10.3%,2,1,0,1,0,0,0,0
32,Geoff Swaim,1,2,15,7.5,11.0,5.5,11.0,5.5,4,2.0,1,0.5,0,2,6.9%,2,0,0,0,0,0,0,0
33,John Bates,1,2,15,7.5,11.0,5.5,11.0,5.5,4,2.0,2,1.0,0,2,4.8%,2,0,0,0,0,0,0,0
34,Charlie Kolar,1,1,13,13.0,6.0,6.0,6.0,6.0,7,7.0,0,0.0,0,1,4.3%,1,0,0,1,0,0,0,0
35,Payne Durham,1,2,13,6.5,9.0,4.5,9.0,4.5,4,2.0,0,0.0,0,2,4.7%,2,0,0,0,0,0,0,0
36,Quintin Morris,1,1,11,11.0,6.0,6.0,18.0,18.0,5,5.0,2,2.0,0,2,6.9%,2,1,1,1,0,0,0,0
37,Will Dissly,1,1,9,9.0,4.0,4.0,-3.0,-3.0,5,5.0,4,4.0,0,3,7.9%,2,1,0,0,0,0,0,0
38,Darnell Washington,1,1,8,8.0,2.0,2.0,2.0,2.0,6,6.0,5,5.0,0,1,4.0%,1,0,0,0,0,0,0,0
39,Josh Whyle,1,1,7,7.0,-2.0,-2.0,11.0,11.0,9,9.0,0,0.0,0,2,11.8%,1,0,0,0,0,0,0,0
40,Cole Turner,1,1,7,7.0,3.0,3.0,3.0,3.0,4,4.0,4,4.0,0,1,2.4%,1,0,0,0,0,0,0,0
41,Pat Freiermuth,1,1,7,7.0,-4.0,-4.0,-4.0,-4.0,11,11.0,0,0.0,0,1,4.0%,1,0,0,0,0,0,0,0
