,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Cole Kmet,1,7,85.0,12.1,54.0,7.7,77.0,11.0,31,4.4,9,1.3,0,9,28.1%,7,0,1,4,2,0,0,0
2,Mark Andrews,1,5,80.0,16.0,39.0,7.8,39.0,7.8,41,8.2,5,1.0,2,5,27.8%,5,0,2,3,1,1,0,0
3,Drew Ogletree,1,3,48.0,16.0,32.0,10.7,37.0,12.3,16,5.3,6,2.0,0,4,16.7%,3,0,1,2,2,0,0,0
4,Dalton Schultz,1,3,42.0,14.0,26.0,8.7,26.0,8.7,16,5.3,6,2.0,1,3,11.1%,3,0,1,1,1,0,0,0
5,Jonnu Smith,1,6,95.0,15.8,49.0,8.2,49.0,8.2,46,7.7,28,4.7,0,6,20.0%,6,0,1,5,1,1,0,0
6,Mo Alie-Cox,1,1,35.0,35.0,18.0,18.0,18.0,18.0,17,17.0,4,4.0,0,1,4.2%,1,0,0,1,1,1,0,0
7,Noah Gray,1,1,34.0,34.0,16.0,16.0,54.0,54.0,18,18.0,0,0.0,0,3,10.3%,1,0,0,1,1,1,0,0
8,Josh Whyle,1,2,26.0,13.0,16.0,8.0,16.0,8.0,10,5.0,3,1.5,0,2,7.7%,2,0,1,1,1,0,0,0
9,Jake Ferguson,1,7,77.0,11.0,52.0,7.4,52.0,7.4,25,3.6,19,2.7,2,7,19.4%,7,0,2,5,1,0,0,0
10,Cade Otton,1,3,13.0,4.3,5.0,1.7,14.0,4.7,8,2.7,3,1.0,0,4,13.3%,3,0,1,0,0,0,0,0
11,Tyler Higbee,1,5,64.0,12.8,41.0,8.2,85.0,17.0,23,4.6,1,0.2,0,11,28.2%,5,0,1,2,1,1,0,0
12,Noah Fant,1,2,63.0,31.5,8.0,4.0,8.0,4.0,55,27.5,32,16.0,0,2,7.7%,2,0,0,2,1,1,1,1
13,C.J. Uzomah,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
14,Travis Kelce,1,6,60.0,10.0,22.0,3.7,54.0,9.0,38,6.3,8,1.3,0,9,31.0%,7,1,0,3,0,0,0,0
