,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,George Kittle,1,3,67,22.3,45.0,15.0,45.0,15.0,22,7.3,3,1.0,0,4,16.0%,3,0,2,3,1,1,0,0
2,Dallas Goedert,1,8,117,14.6,61.0,7.6,64.0,8.0,56,7.0,24,3.0,0,9,26.5%,8,0,1,4,1,1,1,1
3,Sam LaPorta,1,3,47,15.7,24.0,8.0,43.0,14.3,23,7.7,1,0.3,0,4,14.8%,4,1,1,2,1,1,0,0
4,Travis Kelce,1,10,67,6.7,31.0,3.1,52.0,5.2,36,3.6,5,0.5,0,11,28.2%,10,0,2,2,0,0,0,0
5,Dalton Schultz,1,7,65,9.3,50.0,7.1,81.0,11.6,15,2.1,5,0.7,0,10,31.3%,7,0,1,3,0,0,0,0
6,Logan Thomas,1,9,77,8.6,35.0,3.9,73.0,8.1,42,4.7,13,1.4,0,11,22.9%,9,0,2,3,1,0,0,0
7,Cole Kmet,1,5,42,8.4,30.0,6.0,30.0,6.0,12,2.4,8,1.6,1,5,20.0%,5,0,3,1,1,0,0,0
8,Kyle Pitts,1,7,87,12.4,83.0,11.9,125.0,17.9,4,0.6,0,0.0,0,11,28.9%,7,0,1,5,1,0,0,0
9,Darren Waller,1,8,86,10.8,51.0,6.4,116.0,14.5,35,4.4,9,1.1,0,11,36.7%,8,0,0,4,1,0,0,0
10,Adam Trautman,1,4,26,6.5,17.0,4.3,37.0,9.3,9,2.3,2,0.5,0,5,18.5%,4,0,2,1,0,0,0,0
11,Zach Ertz,1,2,10,5.0,9.0,4.5,33.0,16.5,1,0.5,0,0.0,0,4,13.3%,2,0,1,0,0,0,0,0
12,Tyler Conklin,1,4,67,16.8,29.0,7.3,37.0,9.3,38,9.5,18,4.5,0,5,19.2%,4,0,1,2,1,1,0,0
13,Foster Moreau,1,1,6,6.0,0.0,0.0,0.0,0.0,6,6.0,4,4.0,0,1,4.0%,1,0,1,0,0,0,0,0
14,Mark Andrews,1,6,65,10.8,44.0,7.3,67.0,11.2,21,3.5,3,0.5,1,10,26.3%,9,1,2,5,0,0,0,0
15,Tommy Tremble,1,1,1,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1,2.9%,1,0,1,0,0,0,0,0
16,T.J. Hockenson,1,5,51,10.2,36.0,7.2,76.0,15.2,15,3.0,6,1.2,0,8,17.4%,6,1,0,2,0,0,0,0
17,Jonnu Smith,1,6,67,11.2,30.0,5.0,41.0,6.8,37,6.2,19,3.2,2,7,18.4%,7,1,0,4,1,0,0,0
18,Michael Mayer,1,2,39,19.5,13.0,6.5,26.0,13.0,26,13.0,8,4.0,0,3,10.3%,2,0,0,2,1,0,0,0
19,Luke Musgrave,1,6,34,5.7,0.0,0.0,9.0,1.5,34,5.7,7,1.2,0,7,24.1%,7,1,0,0,0,0,0,0
20,Chig Okonkwo,1,5,33,6.6,23.0,4.6,37.0,7.4,10,2.0,5,1.0,1,9,26.5%,7,1,2,1,0,0,0,0
21,Jake Ferguson,1,3,28,9.3,5.0,1.7,5.0,1.7,23,7.7,0,0.0,0,3,11.5%,3,0,0,1,1,0,0,0
22,Evan Engram,1,4,28,7.0,11.0,2.8,47.0,11.8,17,4.3,0,0.0,0,8,21.6%,5,0,0,0,0,0,0,0
23,Ian Thomas,1,1,28,28.0,22.0,22.0,17.0,17.0,6,6.0,3,3.0,0,2,5.7%,1,0,0,1,1,0,0,0
24,Connor Heyward,1,3,23,7.7,16.0,5.3,18.0,6.0,7,2.3,0,0.0,0,4,12.9%,4,1,0,1,0,0,0,0
25,MyCole Pruitt,1,1,22,22.0,0.0,0.0,0.0,0.0,22,22.0,14,14.0,1,1,2.6%,1,0,0,1,1,0,0,0
26,Geoff Swaim,1,2,22,11.0,10.0,5.0,10.0,5.0,12,6.0,3,1.5,0,2,6.7%,2,0,1,2,0,0,0,0
27,Teagan Quitoriano,1,1,22,22.0,14.0,14.0,14.0,14.0,8,8.0,3,3.0,0,1,3.1%,1,0,0,1,1,0,0,0
28,Noah Gray,1,2,21,10.5,14.0,7.0,14.0,7.0,7,3.5,1,0.5,0,2,5.1%,2,0,0,1,0,0,0,0
29,Trevon Wesco,1,1,21,21.0,9.0,9.0,9.0,9.0,12,12.0,2,2.0,0,1,2.9%,1,0,0,1,1,0,0,0
30,Hayden Hurst,1,3,21,7.0,14.0,4.7,14.0,4.7,7,2.3,5,1.7,0,3,8.6%,3,0,0,0,0,0,0,0
31,Taysom Hill,1,1,1,1.0,1.0,1.0,1.0,1.0,0,0.0,0,0.0,0,1,4.0%,1,0,0,0,0,0,0,0
32,Tyler Higbee,1,2,20,10.0,5.0,2.5,7.0,3.5,15,7.5,8,4.0,0,3,8.8%,3,1,0,1,0,0,0,0
33,Josiah Deguara,1,1,19,19.0,4.0,4.0,4.0,4.0,15,15.0,8,8.0,0,1,3.4%,1,0,0,1,0,0,0,0
34,John Bates,1,2,19,9.5,13.0,6.5,13.0,6.5,6,3.0,1,0.5,0,2,4.2%,2,0,0,1,0,0,0,0
35,Dalton Kincaid,1,2,19,9.5,11.0,5.5,11.0,5.5,8,4.0,0,0.0,0,2,5.6%,2,0,0,1,0,0,0,0
36,Mo Alie-Cox,1,1,17,17.0,15.0,15.0,15.0,15.0,2,2.0,0,0.0,0,1,4.2%,1,0,0,1,0,0,0,0
37,Dawson Knox,1,3,17,5.7,7.0,2.3,58.0,19.3,10,3.3,0,0.0,0,6,16.7%,4,1,0,1,0,0,0,0
38,Trey McBride,1,2,17,8.5,9.0,4.5,34.0,17.0,8,4.0,4,2.0,1,3,10.0%,2,0,0,1,0,0,0,0
39,Mike Gesicki,1,2,17,8.5,7.0,3.5,25.0,12.5,10,5.0,0,0.0,0,4,12.9%,2,0,0,0,0,0,0,0
40,Luke Farrell,1,1,16,16.0,1.0,1.0,1.0,1.0,15,15.0,2,2.0,0,1,2.7%,1,0,0,1,0,0,0,0
41,Brock Wright,1,3,16,5.3,12.0,4.0,12.0,4.0,4,1.3,1,0.3,0,3,11.1%,3,0,1,0,0,0,0,0
42,Drew Ogletree,1,2,16,8.0,13.0,6.5,13.0,6.5,3,1.5,3,1.5,1,2,8.3%,2,0,0,1,0,0,0,0
43,Kylen Granson,1,2,15,7.5,5.0,2.5,7.0,3.5,10,5.0,4,2.0,0,3,12.5%,2,0,1,0,0,0,0,0
44,C.J. Uzomah,1,2,12,6.0,2.0,1.0,2.0,1.0,10,5.0,4,2.0,0,2,7.7%,2,0,1,0,0,0,0,0
45,Ben Sims,1,1,12,12.0,0.0,0.0,0.0,0.0,12,12.0,11,11.0,0,1,3.4%,1,0,0,1,0,0,0,0
46,Johnny Mundt,1,1,11,11.0,2.0,2.0,2.0,2.0,9,9.0,6,6.0,1,1,2.2%,1,0,0,1,0,0,0,0
47,Austin Hooper,1,2,11,5.5,3.0,1.5,3.0,1.5,8,4.0,2,1.0,0,2,6.9%,2,0,0,0,0,0,0,0
48,Robert Tonyan,1,2,10,5.0,7.0,3.5,7.0,3.5,3,1.5,1,0.5,0,2,8.0%,2,0,0,0,0,0,0,0
49,Cole Turner,1,1,9,9.0,7.0,7.0,7.0,7.0,2,2.0,4,4.0,0,1,2.1%,1,0,0,0,0,0,0,0
50,Josh Whyle,1,1,7,7.0,6.0,6.0,6.0,6.0,1,1.0,0,0.0,0,1,2.9%,1,0,0,0,0,0,0,0
51,Daniel Bellinger,1,1,7,7.0,2.0,2.0,2.0,2.0,5,5.0,0,0.0,0,1,3.3%,1,0,0,0,0,0,0,0
52,Jack Stoll,1,1,4,4.0,3.0,3.0,3.0,3.0,1,1.0,0,0.0,0,1,2.9%,1,0,0,0,0,0,0,0
53,Jeremy Ruckert,1,1,2,2.0,-1.0,-1.0,-1.0,-1.0,3,3.0,1,1.0,0,1,3.8%,1,0,0,0,0,0,0,0
54,Albert Okwuegbunam Jr.,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
55,Cole Fotheringham,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
