,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Evan Engram,1,10,79,7.9,49.0,4.9,69.0,6.9,30,3.0,5,0.5,0,13,31.7%,11,1,1,4,0,0,0,0
2,Will Dissly,1,3,46,15.3,27.0,9.0,27.0,9.0,19,6.3,2,0.7,0,3,11.5%,3,0,1,2,1,0,0,0
3,Trey McBride,1,3,34,11.3,4.0,1.3,52.0,17.3,30,10.0,6,2.0,0,6,20.7%,4,1,2,1,1,0,0,0
4,Isaiah Likely,1,2,31,15.5,21.0,10.5,21.0,10.5,10,5.0,10,5.0,2,2,7.7%,2,0,0,1,1,0,0,0
5,Jonnu Smith,1,3,29,9.7,19.0,6.3,19.0,6.3,10,3.3,10,3.3,2,3,8.8%,3,0,1,1,0,0,0,0
6,Sam LaPorta,1,5,29,5.8,13.0,2.6,17.0,3.4,16,3.2,1,0.2,0,7,22.6%,5,0,1,0,0,0,0,0
7,Dalton Kincaid,1,7,84,12.0,55.0,7.9,59.0,8.4,29,4.1,2,0.3,0,8,21.6%,7,0,0,3,2,0,0,0
8,Donald Parham Jr.,1,5,83,16.6,43.0,8.6,46.0,9.2,40,8.0,27,5.4,0,6,13.3%,6,1,0,5,1,0,0,0
9,Dawson Knox,1,2,22,11.0,18.0,9.0,21.0,10.5,4,2.0,1,0.5,0,3,8.1%,2,0,2,1,0,0,0,0
10,Taysom Hill,1,4,28,7.0,7.0,1.8,7.0,1.8,21,5.3,6,1.5,1,4,16.0%,4,0,0,1,0,0,0,0
11,Jake Ferguson,1,6,69,11.5,25.0,4.2,25.0,4.2,44,7.3,10,1.7,0,6,15.0%,6,0,1,4,0,0,0,0
12,Andrew Beck,1,2,9,4.5,6.0,3.0,6.0,3.0,3,1.5,3,1.5,0,2,7.7%,2,0,1,0,0,0,0,0
13,Johnny Mundt,1,5,58,11.6,44.0,8.8,43.0,8.6,14,2.8,2,0.4,0,6,14.0%,5,0,0,2,1,1,0,0
14,Brycen Hopkins,1,2,47,23.5,34.0,17.0,53.0,26.5,13,6.5,6,3.0,0,3,13.0%,2,0,0,2,1,0,0,0
15,Darren Waller,1,5,45,9.0,38.0,7.6,43.0,8.6,7,1.4,3,0.6,0,6,18.8%,6,1,0,1,1,0,0,0
16,Dalton Schultz,1,5,42,8.4,16.0,3.2,61.0,12.2,26,5.2,11,2.2,1,7,26.9%,5,0,0,1,0,0,0,0
17,Cole Kmet,1,3,41,13.7,37.0,12.3,54.0,18.0,4,1.3,4,1.3,0,4,25.0%,3,0,2,1,1,0,0,0
