,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Sam LaPorta,1,5,56.0,11.2,30.0,6.0,45.0,9.0,26,5.2,14,2.8,1,6,18.8%,5,0,3,3,0,0,0,0
2,David Njoku,1,10,104.0,10.4,46.0,4.6,72.0,7.2,58,5.8,19,1.9,1,14,31.8%,10,0,3,2,2,2,0,0
3,Isaiah Likely,1,5,70.0,14.0,47.0,9.4,41.0,8.2,23,4.6,5,1.0,0,6,26.1%,5,0,2,3,1,0,0,0
4,Hunter Henry,1,7,66.0,9.4,51.0,7.3,63.0,9.0,15,2.1,6,0.9,1,9,29.0%,7,0,1,2,0,0,0,0
5,Tucker Kraft,1,4,57.0,14.3,27.0,6.8,35.0,8.8,30,7.5,6,1.5,0,6,16.7%,4,0,2,1,1,1,0,0
6,Elijah Higgins,1,4,44.0,11.0,31.0,7.8,31.0,7.8,13,3.3,3,0.8,0,4,10.5%,4,0,2,2,0,0,0,0
7,Trey McBride,1,10,102.0,10.2,52.0,5.2,60.0,6.0,50,5.0,14,1.4,0,11,28.9%,10,0,1,4,1,1,0,0
8,Michael Mayer,1,4,39.0,9.8,17.0,4.3,15.0,3.8,22,5.5,9,2.3,1,5,14.7%,4,0,3,3,0,0,0,0
9,Juwan Johnson,1,2,38.0,19.0,36.0,18.0,36.0,18.0,2,1.0,0,0.0,0,2,7.1%,2,0,0,2,1,0,0,0
10,Cole Kmet,1,5,23.0,4.6,10.0,2.0,25.0,5.0,13,2.6,5,1.0,1,7,20.0%,5,0,1,0,0,0,0,0
11,Mo Alie-Cox,1,2,21.0,10.5,17.0,8.5,34.0,17.0,4,2.0,0,0.0,0,3,11.1%,2,0,2,1,0,0,0,0
