,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Hunter Henry,1,5,56,11.2,49.0,9.8,62.0,12.4,7,1.4,0,0.0,0,6,11.1%,6,1,1,3,0,0,0,0
2,Hayden Hurst,1,5,41,8.2,28.0,5.6,57.0,11.4,13,2.6,2,0.4,1,7,22.6%,5,0,1,2,0,0,0,0
3,Donald Parham Jr.,1,3,22,7.3,12.0,4.0,12.0,4.0,10,3.3,5,1.7,0,3,9.7%,3,0,2,1,0,0,0,0
4,Blake Bell,1,2,12,6.0,4.0,2.0,13.0,6.5,8,4.0,0,0.0,0,3,8.1%,2,0,1,0,0,0,0,0
5,Harrison Bryant,1,2,5,2.5,4.0,2.0,4.0,2.0,1,0.5,0,0.0,0,2,6.9%,2,0,1,0,0,0,0,0
6,Pat Freiermuth,1,1,3,3.0,3.0,3.0,34.0,34.0,0,0.0,0,0.0,0,4,8.9%,1,0,3,0,0,0,0,0
7,Luke Musgrave,1,3,50,16.7,41.0,13.7,72.0,24.0,9,3.0,1,0.3,0,4,14.8%,3,0,0,1,1,1,0,0
8,Evan Engram,1,5,49,9.8,26.0,5.2,26.0,5.2,23,4.6,10,2.0,0,5,15.6%,5,0,0,1,1,0,0,0
9,Tyler Higbee,1,3,49,16.3,37.0,12.3,37.0,12.3,12,4.0,0,0.0,0,3,8.1%,3,0,1,2,1,1,0,0
10,Durham Smythe,1,3,44,14.7,21.0,7.0,59.0,19.7,23,7.7,0,0.0,0,7,15.9%,4,0,1,3,0,0,0,0
11,Kyle Pitts,1,2,44,22.0,37.0,18.5,52.0,26.0,7,3.5,1,0.5,0,3,16.7%,2,0,0,2,1,1,0,0
12,Cole Kmet,1,5,44,8.8,15.0,3.0,23.0,4.6,29,5.8,11,2.2,0,7,19.4%,5,0,2,2,0,0,0,0
13,Logan Thomas,1,4,43,10.8,31.0,7.8,47.0,11.8,12,3.0,3,0.8,0,8,27.6%,5,1,0,2,0,0,0,0
14,Sam LaPorta,1,5,39,7.8,20.0,4.0,20.0,4.0,19,3.8,0,0.0,0,5,15.6%,5,0,0,2,0,0,0,0
15,Kylen Granson,1,4,39,9.8,15.0,3.8,39.0,9.8,24,6.0,0,0.0,0,6,15.4%,4,0,0,2,0,0,0,0
16,Darren Waller,1,3,36,12.0,22.0,7.3,40.0,13.3,14,4.7,1,0.3,0,5,17.2%,3,0,0,1,1,0,0,0
17,Juwan Johnson,1,3,36,12.0,17.0,5.7,45.0,15.0,19,6.3,0,0.0,0,5,15.2%,3,0,0,1,1,0,0,0
18,Mike Gesicki,1,3,36,12.0,12.0,4.0,12.0,4.0,24,8.0,0,0.0,0,3,5.6%,3,0,0,2,0,0,0,0
19,T.J. Hockenson,1,8,35,4.4,22.0,2.8,32.0,4.0,13,1.6,5,0.6,0,9,20.5%,8,0,0,2,0,0,0,0
20,Adam Trautman,1,5,34,6.8,18.0,3.6,18.0,3.6,16,3.2,3,0.6,0,5,15.6%,5,0,2,1,0,0,0,0
21,Josh Oliver,1,3,32,10.7,13.0,4.3,13.0,4.3,19,6.3,0,0.0,0,3,6.8%,3,0,1,2,0,0,0,0
22,Noah Gray,1,3,31,10.3,9.0,3.0,36.0,12.0,22,7.3,20,6.7,2,5,13.5%,4,0,0,1,1,0,0,0
23,Dalton Kincaid,1,4,26,6.5,5.0,1.3,5.0,1.3,21,5.3,6,1.5,0,4,10.3%,4,0,0,0,0,0,0,0
24,Dawson Knox,1,3,25,8.3,15.0,5.0,28.0,9.3,10,3.3,5,1.7,1,4,10.3%,3,0,0,1,0,0,0,0
25,David Njoku,1,2,24,12.0,2.0,1.0,7.0,3.5,22,11.0,11,5.5,0,3,10.3%,2,0,0,1,0,0,0,0
26,Trey McBride,1,2,23,11.5,14.0,7.0,14.0,7.0,9,4.5,0,0.0,0,2,6.7%,2,0,0,2,0,0,0,0
27,Gerald Everett,1,2,21,10.5,1.0,0.5,7.0,3.5,20,10.0,13,6.5,2,3,9.7%,2,0,0,2,0,0,0,0
28,Greg Dulcich,1,2,22,11.0,19.0,9.5,19.0,9.5,3,1.5,0,0.0,0,2,6.3%,2,0,0,1,0,0,0,0
29,Brycen Hopkins,1,1,21,21.0,10.0,10.0,11.0,11.0,11,11.0,5,5.0,0,2,5.4%,1,0,0,1,1,0,0,0
30,Zach Ertz,1,6,21,3.5,15.0,2.5,56.0,9.3,6,1.0,0,0.0,0,10,33.3%,6,0,2,0,0,0,0,0
31,Austin Hooper,1,1,20,20.0,19.0,19.0,19.0,19.0,1,1.0,0,0.0,0,1,3.8%,1,0,0,1,1,0,0,0
32,Drew Ogletree,1,1,20,20.0,15.0,15.0,28.0,28.0,5,5.0,0,0.0,0,2,5.1%,1,0,0,1,1,0,0,0
33,Cade Otton,1,2,19,9.5,6.0,3.0,17.0,8.5,13,6.5,3,1.5,0,3,9.4%,2,0,1,1,0,0,0,0
34,George Kittle,1,3,19,6.3,4.0,1.3,31.0,10.3,15,5.0,10,3.3,0,6,21.4%,5,1,1,1,0,0,0,0
