,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Tyler Higbee,1,5,29,5.8,16.0,3.2,16.0,3.2,13.0,2.6,3,0.6,1,5,16.1%,5,0,2,0,0,0,0,0
2,Sam LaPorta,1,5,47,9.4,29.0,5.8,64.0,12.8,18.0,3.6,0,0.0,1,8,19.0%,6,1,2,1,1,1,0,0
3,Pat Freiermuth,1,9,120,13.3,74.0,8.2,105.0,11.7,46.0,5.1,23,2.6,0,11,34.4%,9,0,0,4,2,0,0,0
4,T.J. Hockenson,1,5,50,10.0,44.0,8.8,52.0,10.4,6.0,1.2,0,0.0,0,6,20.0%,5,0,1,2,0,0,0,0
5,Gerald Everett,1,4,43,10.8,29.0,7.3,29.0,7.3,14.0,3.5,1,0.3,0,4,9.8%,4,0,2,1,1,1,0,0
6,Travis Kelce,1,6,91,15.2,64.0,10.7,80.0,13.3,27.0,4.5,4,0.7,0,7,21.9%,6,0,0,4,2,0,0,0
7,Tucker Kraft,1,2,15,7.5,6.0,3.0,6.0,3.0,9.0,4.5,0,0.0,0,2,6.7%,2,0,1,0,0,0,0,0
8,Drew Sample,1,1,11,11.0,-1.0,-1.0,-1.0,-1.0,12.0,12.0,2,2.0,1,1,4.0%,1,0,1,1,0,0,0,0
9,Adam Trautman,1,1,8,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0,0.0,0,1,4.8%,1,0,1,0,0,0,0,0
10,Taysom Hill,1,2,55,27.5,34.0,17.0,34.0,17.0,21.0,10.5,10,5.0,1,2,5.4%,2,0,0,2,1,1,0,0
11,Trey McBride,1,7,60,8.6,26.0,3.7,37.0,5.3,34.0,4.9,5,0.7,0,9,20.5%,7,0,2,3,0,0,0,0
12,David Njoku,1,6,59,9.8,41.0,6.8,67.0,11.2,18.0,3.0,8,1.3,0,9,23.1%,7,1,1,3,0,0,0,0
13,Luke Farrell,1,3,55,18.3,12.0,4.0,24.0,8.0,43.0,14.3,0,0.0,0,5,13.5%,3,0,1,1,1,1,1,1
14,Evan Engram,1,5,49,9.8,33.0,6.6,51.0,10.2,16.0,3.2,0,0.0,0,8,21.6%,6,1,1,1,1,0,0,0
15,Juwan Johnson,1,4,45,11.3,33.0,8.3,59.0,14.8,12.0,3.0,3,0.8,0,7,18.9%,4,0,1,2,1,0,0,0
16,Cade Otton,1,4,45,11.3,9.0,2.3,9.0,2.3,36.0,9.0,8,2.0,1,4,13.3%,4,0,1,1,1,0,0,0
17,Chig Okonkwo,1,4,45,11.3,27.0,6.8,33.0,8.3,18.0,4.5,10,2.5,0,5,18.5%,4,0,1,1,1,0,0,0
18,Cole Kmet,1,7,43,6.1,12.0,1.7,12.0,1.7,31.0,4.4,15,2.1,0,7,21.9%,7,0,0,1,1,0,0,0
19,Harrison Bryant,1,1,2,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0,0.0,0,1,2.6%,1,0,1,0,0,0,0,0
20,Isaiah Likely,1,4,40,10.0,-3.0,-0.8,2.0,0.5,43.0,10.8,12,3.0,1,6,20.0%,4,0,0,2,0,0,0,0
21,Dalton Kincaid,1,5,38,7.6,26.0,5.2,47.0,9.4,12.0,2.4,0,0.0,0,6,12.2%,6,1,0,1,0,0,0,0
22,Jake Ferguson,1,1,35,35.0,28.0,28.0,72.0,72.0,7.0,7.0,0,0.0,0,3,9.4%,1,0,0,1,1,1,0,0
23,Tyler Conklin,1,4,33,8.3,9.0,2.3,13.0,3.3,24.0,6.0,7,1.8,1,5,13.9%,4,0,0,0,0,0,0,0
24,Noah Gray,1,3,30,10.0,13.0,4.3,13.0,4.3,17.0,5.7,7,2.3,0,3,9.4%,3,0,0,2,0,0,0,0
25,Mo Alie-Cox,1,1,30,30.0,15.0,15.0,15.0,15.0,15.0,15.0,5,5.0,0,1,2.5%,1,0,0,1,1,1,0,0
26,Cole Turner,1,1,29,29.0,13.0,13.0,13.0,13.0,16.0,16.0,0,0.0,0,1,2.3%,1,0,0,1,1,0,0,0
27,Will Mallory,1,2,29,14.5,12.0,6.0,21.0,10.5,17.0,8.5,5,2.5,0,3,7.5%,2,0,1,2,0,0,0,0
28,Michael Mayer,1,2,27,13.5,7.0,3.5,11.0,5.5,20.0,10.0,5,2.5,0,4,12.5%,2,0,0,2,0,0,0,0
29,Elijah Higgins,1,1,26,26.0,15.0,15.0,24.0,24.0,11.0,11.0,0,0.0,0,2,4.5%,1,0,0,1,1,0,0,0
30,Noah Fant,1,2,25,12.5,22.0,11.0,22.0,11.0,3.0,1.5,0,0.0,0,2,7.4%,2,0,0,1,0,0,0,0
31,Kyle Pitts,1,2,22,11.0,23.0,11.5,23.0,11.5,-1.0,-0.5,0,0.0,0,2,10.0%,2,0,0,2,0,0,0,0
32,Will Dissly,1,1,21,21.0,7.0,7.0,7.0,7.0,14.0,14.0,3,3.0,0,1,3.7%,1,0,0,1,1,0,0,0
33,George Kittle,1,3,19,6.3,8.0,2.7,55.0,18.3,11.0,3.7,0,0.0,0,5,16.7%,3,0,1,1,0,0,0,0
34,Tanner Hudson,1,4,18,4.5,14.0,3.5,10.0,2.5,4.0,1.0,1,0.3,0,5,20.0%,4,0,0,0,0,0,0,0
35,Jeremy Ruckert,1,2,18,9.0,5.0,2.5,14.0,7.0,13.0,6.5,2,1.0,0,4,11.1%,2,0,0,0,0,0,0,0
36,Logan Thomas,1,2,15,7.5,5.0,2.5,23.0,11.5,10.0,5.0,0,0.0,0,4,9.1%,2,0,0,1,0,0,0,0
37,Austin Hooper,1,1,14,14.0,3.0,3.0,5.0,5.0,11.0,11.0,1,1.0,0,2,6.3%,1,0,0,1,0,0,0,0
38,Jack Stoll,1,1,14,14.0,0.0,0.0,6.0,6.0,14.0,14.0,6,6.0,1,2,7.1%,1,0,1,1,0,0,0,0
39,Stephen Sullivan,1,1,13,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0,0.0,0,1,4.2%,1,0,0,1,0,0,0,0
40,Payne Durham,1,1,12,12.0,9.0,9.0,9.0,9.0,3.0,3.0,0,0.0,0,1,3.3%,1,0,1,1,0,0,0,0
41,Luke Schoonmaker,1,1,12,12.0,6.0,6.0,9.0,9.0,6.0,6.0,6,6.0,1,2,6.3%,1,0,0,1,0,0,0,0
42,Josh Whyle,1,1,11,11.0,11.0,11.0,11.0,11.0,0.0,0.0,1,1.0,0,1,3.7%,1,0,0,1,0,0,0,0
43,Connor Heyward,1,2,11,5.5,0.0,0.0,0.0,0.0,11.0,5.5,1,0.5,0,2,6.3%,2,0,0,1,0,0,0,0
44,Darnell Washington,1,1,10,10.0,4.0,4.0,4.0,4.0,6.0,6.0,2,2.0,1,1,3.1%,1,0,0,1,0,0,0,0
45,Durham Smythe,1,1,10,10.0,9.0,9.0,14.0,14.0,1.0,1.0,0,0.0,0,3,10.7%,2,1,0,1,0,0,0,0
46,Colby Parkinson,1,1,9,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0,0.0,0,1,3.7%,1,0,0,0,0,0,0,0
47,Brock Wright,1,1,9,9.0,5.0,5.0,5.0,5.0,4.0,4.0,2,2.0,0,1,2.4%,1,0,0,0,0,0,0,0
48,Charlie Woerner,1,1,9,9.0,2.0,2.0,2.0,2.0,7.0,7.0,4,4.0,0,1,3.3%,1,0,0,0,0,0,0,0
49,Brevin Jordan,1,1,9,9.0,6.0,6.0,9.0,9.0,3.0,3.0,0,0.0,0,2,5.6%,1,0,0,0,0,0,0,0
50,Ian Thomas,1,1,9,9.0,4.0,4.0,4.0,4.0,5.0,5.0,2,2.0,0,1,4.2%,1,0,0,0,0,0,0,0
51,Irv Smith Jr.,1,2,8,4.0,3.0,1.5,3.0,1.5,5.0,2.5,2,1.0,0,2,8.0%,2,0,0,0,0,0,0,0
52,Daniel Bellinger,1,1,8,8.0,2.0,2.0,2.0,2.0,6.0,6.0,2,2.0,0,1,4.2%,1,0,0,0,0,0,0,0
53,Tommy Tremble,1,1,7,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1,1.0,0,1,4.2%,1,0,0,0,0,0,0,0
54,Davis Allen,1,1,6,6.0,0.0,0.0,0.0,0.0,6.0,6.0,2,2.0,0,1,3.2%,1,0,1,0,0,0,0,0
55,Dalton Schultz,1,1,2,2.0,3.0,3.0,37.0,37.0,-1.0,-1.0,0,0.0,0,2,5.6%,1,0,0,0,0,0,0,0
56,Mitchell Wilcox,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,0,1,4.0%,1,0,0,0,0,0,0,0
57,Andrew Beck,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0,1,2.8%,1,0,0,0,0,0,0,0
58,Cole Fotheringham,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
59,Rodney Williams,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
60,Charlie Kolar,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
61,Kevin Rader,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
62,Quintin Morris,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
63,Travis Vokolek,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
64,James Mitchell,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
65,Blake Bell,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
66,Ross Dwelley,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
67,Parker Hesse,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
68,James Winchester,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
69,Nick Muse,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
70,Blake Whiteheart,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
71,Albert Okwuegbunam Jr.,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
72,Anthony Firkser,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
73,Brayden Willis,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
74,Nick Vannett,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
75,Eric Saubert,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
76,Tyler Kroft,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
77,Zack Kuntz,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
78,Leroy Watson IV,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
79,Tucker Fisk,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
80,Lucas Krull,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
81,Hunter Long,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
82,Tanner Conner,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
83,Noah Togiai,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
84,Hunter Kampmoyer,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0%,0,0,0,0,0,0,0,0
85,Grant Calcaterra,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
86,Kenny Yeboah,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,%,0,0,0,0,0,0,0,0
