,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,George Kittle,1,7,126,18.0,62.0,8.9,101.0,14.4,64,9.1,47,6.7,0,10,22.7%,8,1,1,5,2,1,1,1
2,Chig Okonkwo,1,6,63,10.5,47.0,7.8,52.0,8.7,16,2.7,2,0.3,0,7,28.0%,6,0,1,4,0,0,0,0
3,Kyle Pitts,1,3,49,16.3,46.0,15.3,39.0,13.0,3,1.0,3,1.0,0,4,12.5%,4,1,0,2,1,0,0,0
4,Juwan Johnson,1,4,48,12.0,29.0,7.3,68.0,17.0,19,4.8,13,3.3,3,7,17.5%,4,0,1,2,2,0,0,0
5,Cole Kmet,1,4,107,26.8,101.0,25.3,104.0,26.0,6,1.5,2,0.5,0,5,21.7%,4,0,0,3,3,1,1,1
6,David Njoku,1,6,44,7.3,27.0,4.5,53.0,8.8,17,2.8,0,0.0,0,9,20.9%,6,0,1,1,1,0,0,0
7,Logan Thomas,1,5,36,7.2,31.0,6.2,35.0,7.0,5,1.0,1,0.2,0,6,18.8%,6,1,1,1,0,0,0,0
8,Lucas Krull,1,4,28,7.0,7.0,1.8,21.0,5.3,21,5.3,7,1.8,0,5,14.3%,4,0,1,0,0,0,0,0
9,Colby Parkinson,1,3,17,5.7,16.0,5.3,25.0,8.3,1,0.3,0,0.0,0,4,11.1%,3,0,3,0,0,0,0,0
10,Evan Engram,1,10,95,9.5,51.0,5.1,102.0,10.2,44,4.4,18,1.8,0,15,34.1%,11,1,1,6,0,0,0,0
11,Mike Gesicki,1,2,15,7.5,11.0,5.5,11.0,5.5,4,2.0,0,0.0,0,2,6.5%,2,0,1,1,0,0,0,0
12,Dallas Goedert,1,7,71,10.1,35.0,5.0,44.0,6.3,36,5.1,13,1.9,0,9,25.0%,8,1,1,2,1,0,0,0
