,,GAMES,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,TARGETS,TARGETS,TARGETS,TARGETS,TARGETS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS,BIG PLAYS
RANK,PLAYER,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
1,Sam LaPorta,1,8,84,10.5,63.0,7.9,87.0,10.9,21.0,2.6,2,0.3,0,11,35.5%,8,0,0,3,1,1,1,1
2,Pharaoh Brown,1,2,71,35.5,22.0,11.0,22.0,11.0,49.0,24.5,12,6.0,1,2,7.4%,2,0,0,2,1,1,1,1
3,Travis Kelce,1,7,69,9.9,48.0,6.9,54.0,7.7,21.0,3.0,7,1.0,1,8,21.6%,7,0,2,3,1,0,0,0
4,Donald Parham Jr.,1,2,4,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0,0.0,0,2,4.2%,2,0,2,0,0,0,0,0
5,Pat Freiermuth,1,3,41,13.7,29.0,9.7,48.0,16.0,12.0,4.0,4,1.3,0,4,14.8%,3,0,1,3,0,0,0,0
6,George Kittle,1,7,90,12.9,42.0,6.0,68.0,9.7,48.0,6.9,24,3.4,2,9,26.5%,8,1,0,4,1,0,0,0
7,Brevin Jordan,1,2,13,6.5,1.0,0.5,1.0,0.5,12.0,6.0,4,2.0,0,2,6.9%,2,0,1,0,0,0,0,0
8,Tyler Higbee,1,5,71,14.2,46.0,9.2,46.0,9.2,25.0,5.0,7,1.4,0,5,15.6%,5,0,0,4,1,0,0,0
9,Jimmy Graham,1,1,8,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0,0.0,0,1,2.9%,1,0,1,0,0,0,0,0
10,Evan Engram,1,7,67,9.6,18.0,2.6,20.0,2.9,49.0,7.0,4,0.6,0,8,20.0%,8,1,0,2,1,0,0,0
11,Josh Oliver,1,2,4,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0,0.0,0,2,4.2%,2,0,1,0,0,0,0,0
12,Andrew Beck,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0%,0,0,0,0,0,0,0,0
13,T.J. Hockenson,1,8,78,9.8,57.0,7.1,87.0,10.9,21.0,2.6,0,0.0,0,11,22.9%,8,0,2,2,1,0,0,0
14,Luke Musgrave,1,6,49,8.2,25.0,4.2,76.0,12.7,24.0,4.0,2,0.3,0,8,18.6%,6,0,2,2,0,0,0,0
15,Jake Ferguson,1,5,48,9.6,15.0,3.0,29.0,5.8,33.0,6.6,21,4.2,1,7,18.9%,6,1,1,4,0,0,0,0
16,Noah Fant,1,4,41,10.3,27.0,6.8,31.0,7.8,14.0,3.5,0,0.0,0,5,14.3%,4,0,1,2,0,0,0,0
17,Dallas Goedert,1,5,41,8.2,24.0,4.8,32.0,6.4,17.0,3.4,8,1.6,2,7,20.0%,5,0,1,2,0,0,0,0
18,Colby Parkinson,1,3,38,12.7,11.0,3.7,30.0,10.0,27.0,9.0,5,1.7,1,4,11.4%,3,0,1,2,0,0,0,0
19,Jonnu Smith,1,5,37,7.4,27.0,5.4,53.0,10.6,10.0,2.0,4,0.8,0,8,21.1%,6,1,0,2,0,0,0,0
20,Kyle Pitts,1,5,41,8.2,33.0,6.6,107.0,21.4,8.0,1.6,1,0.2,0,9,23.7%,6,1,1,2,0,0,0,0
21,Mark Andrews,1,4,35,8.8,29.0,7.3,36.0,9.0,6.0,1.5,4,1.0,0,5,16.7%,5,1,0,1,1,0,0,0
22,Cole Turner,1,4,35,8.8,31.0,7.8,52.0,13.0,4.0,1.0,0,0.0,0,7,24.1%,5,1,3,1,1,0,0,0
23,Gerald Everett,1,6,30,5.0,7.0,1.2,7.0,1.2,23.0,3.8,12,2.0,0,6,12.5%,6,0,1,1,0,0,0,0
24,Tanner Hudson,1,2,30,15.0,22.0,11.0,33.0,16.5,8.0,4.0,4,2.0,0,4,8.7%,2,0,0,1,1,0,0,0
25,Tyler Conklin,1,3,26,8.7,16.0,5.3,38.0,12.7,10.0,3.3,3,1.0,0,5,17.9%,3,0,0,1,0,0,0,0
26,Cole Kmet,1,2,22,11.0,13.0,6.5,13.0,6.5,9.0,4.5,4,2.0,0,2,10.0%,2,0,0,1,0,0,0,0
27,Taysom Hill,1,1,9,9.0,0.0,0.0,0.0,0.0,9.0,9.0,6,6.0,1,1,2.9%,1,0,0,0,0,0,0,0
28,Isaiah Likely,1,1,20,20.0,18.0,18.0,25.0,25.0,2.0,2.0,1,1.0,0,2,6.7%,2,1,0,1,1,0,0,0
29,Darren Waller,1,3,20,6.7,14.0,4.7,68.0,22.7,6.0,2.0,0,0.0,0,7,21.9%,4,1,0,0,0,0,0,0
30,David Njoku,1,4,20,5.0,4.0,1.0,4.0,1.0,16.0,4.0,9,2.3,0,4,12.9%,4,0,0,0,0,0,0,0
31,Michael Mayer,1,0,0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0.0,0,1,2.3%,0,0,0,0,0,0,0,0
32,Mike Gesicki,1,1,18,18.0,13.0,13.0,13.0,13.0,5.0,5.0,0,0.0,0,1,3.7%,1,0,0,1,0,0,0,0
33,Hunter Henry,1,2,17,8.5,12.0,6.0,31.0,15.5,5.0,2.5,3,1.5,0,5,18.5%,2,0,0,0,0,0,0,0
34,Cade Otton,1,1,16,16.0,16.0,16.0,13.0,13.0,0.0,0.0,0,0.0,0,2,8.0%,2,1,0,1,0,0,0,0
35,Tommy Tremble,1,1,15,15.0,16.0,16.0,16.0,16.0,-1.0,-1.0,0,0.0,0,1,1.8%,1,0,0,1,0,0,0,0
36,Durham Smythe,1,1,15,15.0,10.0,10.0,10.0,10.0,5.0,5.0,1,1.0,0,1,3.6%,1,0,0,1,0,0,0,0
37,John Bates,1,2,12,6.0,10.0,5.0,10.0,5.0,2.0,1.0,0,0.0,0,2,6.9%,2,0,0,0,0,0,0,0
38,Juwan Johnson,1,2,12,6.0,5.0,2.5,13.0,6.5,7.0,3.5,2,1.0,0,4,11.8%,2,0,0,0,0,0,0,0
39,Drew Ogletree,1,1,11,11.0,7.0,7.0,18.0,18.0,4.0,4.0,3,3.0,0,2,4.8%,1,0,0,1,0,0,0,0
40,Nate Adkins,1,1,11,11.0,1.0,1.0,1.0,1.0,10.0,10.0,3,3.0,0,1,2.8%,1,0,0,1,0,0,0,0
41,Dawson Knox,1,1,11,11.0,1.0,1.0,38.0,38.0,10.0,10.0,0,0.0,0,3,9.4%,2,1,2,1,0,0,0,0
42,Hayden Hurst,1,1,11,11.0,11.0,11.0,27.0,27.0,0.0,0.0,0,0.0,0,3,5.3%,1,0,0,1,0,0,0,0
43,Mitchell Wilcox,1,2,10,5.0,4.0,2.0,12.0,6.0,6.0,3.0,2,1.0,0,3,6.5%,2,0,0,0,0,0,0,0
44,MyCole Pruitt,1,1,10,10.0,4.0,4.0,4.0,4.0,6.0,6.0,0,0.0,0,1,2.6%,1,0,0,1,0,0,0,0
45,C.J. Uzomah,1,1,9,9.0,7.0,7.0,7.0,7.0,2.0,2.0,0,0.0,0,1,3.6%,1,0,0,0,0,0,0,0
46,Noah Gray,1,1,9,9.0,9.0,9.0,15.0,15.0,0.0,0.0,0,0.0,0,2,5.4%,1,0,0,0,0,0,0,0
47,Kylen Granson,1,2,9,4.5,7.0,3.5,22.0,11.0,2.0,1.0,1,0.5,0,4,9.5%,3,1,1,0,0,0,0,0
48,Dalton Schultz,1,1,9,9.0,6.0,6.0,29.0,29.0,3.0,3.0,1,1.0,0,3,10.3%,2,1,1,0,0,0,0,0
49,Daniel Bellinger,1,1,8,8.0,2.0,2.0,2.0,2.0,6.0,6.0,0,0.0,0,1,3.1%,1,0,0,0,0,0,0,0
50,Ian Thomas,1,1,8,8.0,-1.0,-1.0,-1.0,-1.0,9.0,9.0,5,5.0,1,1,1.8%,1,0,0,0,0,0,0,0
51,Brenton Strange,1,2,7,3.5,2.0,1.0,2.0,1.0,5.0,2.5,2,1.0,0,2,5.0%,2,0,0,0,0,0,0,0
52,Chig Okonkwo,1,3,7,2.3,-4.0,-1.3,-1.0,-0.3,11.0,3.7,1,0.3,0,4,16.7%,4,1,0,0,0,0,0,0
53,Drew Sample,1,1,7,7.0,-4.0,-4.0,-4.0,-4.0,11.0,11.0,7,7.0,0,1,2.2%,1,0,0,0,0,0,0,0
54,Zach Ertz,1,2,6,3.0,-2.0,-1.0,-2.0,-1.0,8.0,4.0,3,1.5,0,2,9.5%,2,0,1,0,0,0,0,0
55,Jack Stoll,1,1,6,6.0,6.0,6.0,12.0,12.0,0.0,0.0,0,0.0,0,2,5.7%,2,1,1,0,0,0,0,0
